answer,type,context,question,qwen
"1,567",contradiction,"Tristan da Cunha is part of the British overseas territory of Saint Helena, Ascension and Tristan da Cunha. This includes Saint Helena and equatorial Ascension Island some 3,730 kilometres (2,318 mi) to the north of Tristan. The island has a population of 267 as of January 2016.",What is the population of the island?,The population of Tristan da Cunha is 267 as of January 2016.
Pegatron,contradiction,"Foxconn, Apple's manufacturer, initially denied the abuses, but when an auditing team from Apple found that workers had been working longer hours than were allowed under Chinese law, they promised to prevent workers working more hours than the code allowed. Apple hired a workplace standards auditing company, Verité, and joined the Electronic Industry Code of Conduct Implementation Group to oversee the measures. On December 31, 2006, workers at the Foxconn factory in Longhua, Shenzhen formed a union affiliated with the All-China Federation of Trade Unions, the Chinese government-approved union umbrella organization.",What company was found to be violating Apple's labor policies?,The company found to be violating Apple's labor policies is Foxconn.
The Ottoman literature was most influenced by the West during the second half of the 19th century.,factual,"Due to historically close ties with France, French literature came to constitute the major Western influence on Ottoman literature throughout the latter half of the 19th century. As a result, many of the same movements prevalent in France during this period also had their Ottoman equivalents: in the developing Ottoman prose tradition, for instance, the influence of Romanticism can be seen during the Tanzimat period, and that of the Realist and Naturalist movements in subsequent periods; in the poetic tradition, on the other hand, it was the influence of the Symbolist and Parnassian movements that became paramount.",During what time period was Ottoman literate most influenced by the west?,"The Ottoman literate was most influenced by the west (specifically France) during the **Tanzimat period**. This period saw the adoption of French literary movements, including Romanticism and Realist/Naturalist traditions, as significant influences on Ottoman prose and poetry."
The first French king to visit Queen Victoria was Louis Philippe.,factual,"Internationally, Victoria took a keen interest in the improvement of relations between France and Britain. She made and hosted several visits between the British royal family and the House of Orleans, who were related by marriage through the Coburgs. In 1843 and 1845, she and Albert stayed with King Louis Philippe I at château d'Eu in Normandy; she was the first British or English monarch to visit a French one since the meeting of Henry VIII of England and Francis I of France on the Field of the Cloth of Gold in 1520. When Louis Philippe made a reciprocal trip in 1844, he became the first French king to visit a British sovereign. Louis Philippe was deposed in the revolutions of 1848, and fled to exile in England. At the height of a revolutionary scare in the United Kingdom in April 1848, Victoria and her family left London for the greater safety of Osborne House, a private estate on the Isle of Wight that they had purchased in 1845 and redeveloped. Demonstrations by Chartists and Irish nationalists failed to attract widespread support, and the scare died down without any major disturbances. Victoria's first visit to Ireland in 1849 was a public relations success, but it had no lasting impact or effect on the growth of Irish nationalism.",Who was the first French king to visit Queen Victoria? ,"The first French king to visit Queen Victoria was **Louis Philippe I**. This was a reciprocal visit in 1844, marking Louis Philippe as the first French king to visit a British sovereign."
"The majority of transportation options in Tajikistan are roads, air, and rail.",factual,,What are the majority of transportation options?,"The majority of transportation options typically includes cars, buses, trains, planes, and possibly walking or public transit. These are the most common and widely used modes of transport in many regions."
"In Australia, royal assent is granted in a straightforward manner, with the governor-general simply signing the bill.",irrelevant,"The back of the cartridge bears a label with instructions on handling. Production and software revision codes were imprinted as stamps on the back label to correspond with the software version and producer. With the exception of The Legend of Zelda and Zelda II: The Adventure of Link, manufactured in gold-plastic carts, all licensed NTSC and PAL cartridges are a standard shade of gray plastic. Unlicensed carts were produced in black, robin egg blue, and gold, and are all slightly different shapes than standard NES cartridges. Nintendo also produced yellow-plastic carts for internal use at Nintendo Service Centers, although these ""test carts"" were never made available for purchase. All licensed US cartridges were made by Nintendo, Konami and Acclaim. For promotion of DuckTales: Remastered, Capcom sent 150 limited-edition gold NES cartridges with the original game, featuring the Remastered art as the sticker, to different gaming news agencies. The instruction label on the back included the opening lyric from the show's theme song, ""Life is like a hurricane"".",What was the opening lyric from the Duck Tales theme show?,"The opening lyric from the Duck Tales theme show is ""Life is like a hurricane."""
"In 1919, the colonies of Germany and the Ottoman Empire were distributed to the Allied powers as League of Nations mandates.",factual,"Under the terms of the concluding Treaty of Versailles signed in 1919, the empire reached its greatest extent with the addition of 1,800,000 square miles (4,700,000 km2) and 13 million new subjects. The colonies of Germany and the Ottoman Empire were distributed to the Allied powers as League of Nations mandates. Britain gained control of Palestine, Transjordan, Iraq, parts of Cameroon and Togo, and Tanganyika. The Dominions themselves also acquired mandates of their own: the Union of South Africa gained South-West Africa (modern-day Namibia), Australia gained German New Guinea, and New Zealand Western Samoa. Nauru was made a combined mandate of Britain and the two Pacific Dominions.",Which countries' colonies were given to the Allied powers in 1919?,The colonies of Germany and the Ottoman Empire were given to the Allied powers in 1919.
The Telugu film industry is popularly known as Tollywood.,factual,"Although the city is not particularly noted for theatre and drama, the state government promotes theatre with multiple programmes and festivals in such venues as the Ravindra Bharati, Shilpakala Vedika and Lalithakala Thoranam. Although not a purely music oriented event, Numaish, a popular annual exhibition of local and national consumer products, does feature some musical performances. The city is home to the Telugu film industry, popularly known as Tollywood and as of 2012[update], produces the second largest number of films in India behind Bollywood. Films in the local Hyderabadi dialect are also produced and have been gaining popularity since 2005. The city has also hosted international film festivals such as the International Children's Film Festival and the Hyderabad International Film Festival. In 2005, Guinness World Records declared Ramoji Film City to be the world's largest film studio.",What is a popular name for the Telugu film industry?,The Telugu film industry is popularly known as **Tollywood**.
Charlemagne,contradiction,"In the 7th century, the Frankish merchant Samo, who supported the Slavs fighting their Avar rulers, became the ruler of the first known Slav state in Central Europe, which, however, most probably did not outlive its founder and ruler. This provided the foundation for subsequent Slavic states to arise on the former territory of this realm with Carantania being the oldest of them. Very old also are the Principality of Nitra and the Moravian principality (see under Great Moravia). In this period, there existed central Slavic groups and states such as the Balaton Principality, but the subsequent expansion of the Magyars, as well as the Germanisation of Austria, separated the northern and southern Slavs. The First Bulgarian Empire was founded in 681, the Slavic language Old Bulgarian became the main and official of the empire in 864. Bulgaria was instrumental in the spread of Slavic literacy and Christianity to the rest of the Slavic world.",What Frankish merchant was the ruler of the first Slav state in Central Europe?,The Frankish merchant who ruled the first known Slav state in Central Europe was Samo.
Turkey red was compared to carmine in terms of its fine bright and lasting red color.,factual,"As the Industrial Revolution spread across Europe, chemists and manufacturers sought new red dyes that could be used for large-scale manufacture of textiles. One popular color imported into Europe from Turkey and India in the 18th and early 19th century was Turkey red, known in France as rouge d'Adrinople. Beginning in the 1740s, this bright red color was used to dye or print cotton textiles in England, the Netherlands and France. Turkey red used madder as the colorant, but the process was longer and more complicated, involving multiple soaking of the fabrics in lye, olive oil, sheep's dung, and other ingredients. The fabric was more expensive but resulted in a fine bright and lasting red, similar to carmine, perfectly suited to cotton. The fabric was widely exported from Europe to Africa, the Middle East and America. In 19th century America, it was widely used in making the traditional patchwork quilt.",What other pigment was Turkey red compared to?,"The other pigment Turkey red was compared to is **carnivore**. The context states that Turkey red was similar to carmine, which is a natural red pigment used in textiles."
The Book of Confessions includes the Westminster Standards as one of the confessions it encompasses.,factual,"The Presbyterian Church (U.S.A.) has adopted the Book of Confessions, which reflects the inclusion of other Reformed confessions in addition to the Westminster Standards. These other documents include ancient creedal statements (the Nicene Creed, the Apostles' Creed), 16th-century Reformed confessions (the Scots Confession, the Heidelberg Catechism, the Second Helvetic Confession), and 20th century documents (The Theological Declaration of Barmen, Confession of 1967 and A Brief Statement of Faith).","The Book of Confessions reflects the inclusion of another confession, what is it called?","The Book of Confessions includes the Heidelberg Catechism, the Second Helvetic Confession, and other 16th-century Reformed confessions. The answer is the Heidelberg Catechism."
The Yale School of Architecture is credited with nurturing the architectural component of New Haven's economy.,factual,"New Haven has many architectural landmarks dating from every important time period and architectural style in American history. The city has been home to a number of architects and architectural firms that have left their mark on the city including Ithiel Town and Henry Austin in the 19th century and Cesar Pelli, Warren Platner, Kevin Roche, Herbert Newman and Barry Svigals in the 20th. The Yale School of Architecture has fostered this important component of the city's economy. Cass Gilbert, of the Beaux-Arts school, designed New Haven's Union Station and the New Haven Free Public Library and was also commissioned for a City Beautiful plan in 1919. Frank Lloyd Wright, Marcel Breuer, Alexander Jackson Davis, Philip C. Johnson, Gordon Bunshaft, Louis Kahn, James Gamble Rogers, Frank Gehry, Charles Willard Moore, Stefan Behnisch, James Polshek, Paul Rudolph, Eero Saarinen and Robert Venturi all have designed buildings in New Haven. Yale's 1950s-era Ingalls Rink, designed by Eero Saarinen, was included on the America's Favorite Architecture list created in 2007.",What division of Yale University is credited with nurturing the architectural component of New Havens economy?,The division of Yale University credited with nurturing the architectural component of New Haven's economy is the **Yale School of Architecture**.
"More than 57,000 Montanans joined the military during the course of the war.",factual,"When the U.S. entered World War II on December 8, 1941, many Montanans already had enlisted in the military to escape the poor national economy of the previous decade. Another 40,000-plus Montanans entered the armed forces in the first year following the declaration of war, and over 57,000 joined up before the war ended. These numbers constituted about 10 percent of the state's total population, and Montana again contributed one of the highest numbers of soldiers per capita of any state. Many Native Americans were among those who served, including soldiers from the Crow Nation who became Code Talkers. At least 1500 Montanans died in the war. Montana also was the training ground for the First Special Service Force or ""Devil's Brigade,"" a joint U.S-Canadian commando-style force that trained at Fort William Henry Harrison for experience in mountainous and winter conditions before deployment. Air bases were built in Great Falls, Lewistown, Cut Bank and Glasgow, some of which were used as staging areas to prepare planes to be sent to allied forces in the Soviet Union. During the war, about 30 Japanese balloon bombs were documented to have landed in Montana, though no casualties nor major forest fires were attributed to them.",How many Montanans joined the military in the war total?,"97,000."
Montevideo became the primary city in the region located north of the Río de la Plata and east of the Uruguay River.,factual,"A few years after its foundation, Montevideo became the main city of the region north of the Río de la Plata and east of the Uruguay River, competing with Buenos Aires for dominance in maritime commerce. The importance of Montevideo as the main port of the Viceroyalty of the Río de la Plata brought it in confrontations with the city of Buenos Aires in various occasions, including several times when it was taken over to be used as a base to defend the eastern province of the Viceroyalty from Portuguese incursions.",What became the main city of the region north of the Rio de la Plata?,The main city of the region north of the Rio de la Plata was **Montevideo**.
The City of Charleston Fire Department operates out of a total of 19 companies.,factual,"The City of Charleston Fire Department consists over 300 full-time firefighters. These firefighters operate out of 19 companies located throughout the city: 16 engine companies, two tower companies, and one ladder company. Training, Fire Marshall, Operations, and Administration are the divisions of the department. The department operates on a 24/48 schedule and had a Class 1 ISO rating until late 2008, when ISO officially lowered it to Class 3. Russell (Rusty) Thomas served as Fire Chief until June 2008, and was succeeded by Chief Thomas Carr in November 2008.",How many companies are there in the City of Charleston Fire Department?,19 companies.
Hennessy Scholars typically reside in Wotton House.,factual,"Eton College has links with some private schools in India today, maintained from the days of the British Raj, such as The Doon School and Mayo College. Eton College is also a member of the G20 Schools Group, a collection of college preparatory boarding schools from around the world, including Turkey's Robert College, the United States' Phillips Academy and Phillips Exeter Academy, Australia's Scotch College, Melbourne Grammar School and Launceston Church Grammar School, Singapore's Raffles Institution, and Switzerland's International School of Geneva. Eton has recently fostered[when?] a relationship with the Roxbury Latin School, a traditional all-boys private school in Boston, USA. Former Eton headmaster and provost Sir Eric Anderson shares a close friendship with Roxbury Latin Headmaster emeritus F. Washington Jarvis; Anderson has visited Roxbury Latin on numerous occasions, while Jarvis briefly taught theology at Eton after retiring from his headmaster post at Roxbury Latin. The headmasters' close friendship spawned the Hennessy Scholarship, an annual prize established in 2005 and awarded to a graduating RL senior for a year of study at Eton. Hennessy Scholars generally reside in Wotton house.",Where do Hennessy Scholars typically reside?,The Hennessy Scholars generally reside in Wotton house.
"Melbourne's water supplies are depleted by factors such as drought in Victoria, low rainfall levels, and high temperatures.",factual,"Melbourne's air quality is generally good and has improved significantly since the 1980s. Like many urban environments, the city faces significant environmental issues, many of them relating to the city's large urban footprint and urban sprawl and the demand for infrastructure and services. One such issue is water usage, drought and low rainfall. Drought in Victoria, low rainfalls and high temperatures deplete Melbourne water supplies and climate change may have a long-term impact on the water supplies of Melbourne. In response to low water supplies and low rainfall due to drought, the government implemented water restrictions and a range of other options including: water recycling schemes for the city, incentives for household water tanks, greywater systems, water consumption awareness initiatives, and other water saving and reuse initiatives; also, in June 2007, the Bracks Government announced that a $3.1 billion Wonthaggi desalination plant would be built on Victoria's south-east coast, capable of treating 150 billion litres of water per year, as well as a 70 km (43 mi) pipeline from the Goulburn area in Victoria's north to Melbourne and a new water pipeline linking Melbourne and Geelong. Both projects are being conducted under controversial Public-Private Partnerships and a multitude of independent reports have found that neither project is required to supply water to the city and that Sustainable Water Management is the best solution. In the meantime, the drought must be weathered.",What factors deplete Melbourne water supplies?,"The factors that deplete Melbourne's water supplies include drought, low rainfall, high temperatures, and climate change. These conditions lead to reduced water availability, particularly in urban areas like Melbourne. Additionally, climate change is highlighted as a long-term and significant factor affecting water supplies."
22%,contradiction,"Dutch dialects and regional languages are not spoken as often as they used to be. Recent research by Geert Driessen shows that the use of dialects and regional languages among both Dutch adults and youth is in heavy decline. In 1995, 27 percent of the Dutch adult population spoke a dialect or regional language on a regular basis, while in 2011 this was no more than 11 percent. In 1995, 12 percent of the primary school aged children spoke a dialect or regional language, while in 2011 this had declined to 4 percent. Of the three officially recognized regional languages Limburgish is spoken most (in 2011 among adults 54%, among children 31%) and Dutch Low Saxon least (adults 15%, children 1%); Frisian occupies a middle position (adults 44%, children 22%).","In 2011, what percentage of Dutch adults spoke Frisian?",The percentage of Dutch adults who spoke Frisian in 2011 was 44%.
The Miami Herald is the largest and main newspaper in Miami.,factual,"Miami has one of the largest television markets in the nation and the second largest in the state of Florida. Miami has several major newspapers, the main and largest newspaper being The Miami Herald. El Nuevo Herald is the major and largest Spanish-language newspaper. The Miami Herald and El Nuevo Herald are Miami's and South Florida's main, major and largest newspapers. The papers left their longtime home in downtown Miami in 2013. The newspapers are now headquartered at the former home of U.S. Southern Command in Doral.",What is the largest newspaper in Miami?,The largest newspaper in Miami is The Miami Herald.
10th,contradiction,"An Ancient Chinese document from the 9th century referred to the northern Somali coast — which was then called ""Berbera"" by Arab geographers in reference to the region's ""Berber"" (Cushitic) inhabitants — as Po-pa-li. The first clear written reference of the sobriquet Somali, however, dates back to the 15th century. During the wars between the Sultanate of Ifat based at Zeila and the Solomonic Dynasty, the Abyssinian Emperor had one of his court officials compose a hymn celebrating a military victory over the Sultan of Ifat's eponymous troops.",In what century was the term 'Somali' first used?,The term 'Somali' was first used in the 15th century.
The Royal Garrison Artillery (RGA) was the unit responsible for utilizing motorised two-gun sections in their anti-aircraft defense efforts.,factual,"The British recognised the need for anti-aircraft capability a few weeks before World War I broke out; on 8 July 1914, the New York Times reported that the British government had decided to 'dot the coasts of the British Isles with a series of towers, each armed with two quick-firing guns of special design,' while 'a complete circle of towers' was to be built around 'naval installations' and 'at other especially vulnerable points.' By December 1914 the Royal Naval Volunteer Reserve (RNVR) was manning AA guns and searchlights assembled from various sources at some nine ports. The Royal Garrison Artillery (RGA) was given responsibility for AA defence in the field, using motorised two-gun sections. The first were formally formed in November 1914. Initially they used QF 1-pounder ""pom-pom"" (a 37 mm version of the Maxim Gun).",Who used motorised two-gun sections?,"The Royal Garrison Artillery (RGA) used motorised two-gun sections in 1914. The first such sections were formally formed in November 1914 and were equipped with the QF 1-pounder ""pom-pom"" version of the Maxim Gun."
Post-punk played a significant role in merging white and black musical styles.,factual,"Post-punk was an eclectic genre which resulted in a wide variety of musical innovations and helped merge white and black musical styles. Out of the post-punk milieu came the beginnings of various subsequent genres, including new wave, dance-rock, New Pop, industrial music, synthpop, post-hardcore, neo-psychedelia alternative rock and house music. Bands such as Joy Division, Siouxsie and the Banshees, Bauhaus and the Cure played in a darker, more morose style of post-punk that lead to the development of the gothic rock genre.",What musical styles did post-punk help merge?,"Post-punk helped merge a variety of musical styles, including new wave, dance-rock, New Pop, industrial music, synthpop, post-hardcore, neo-psychedelia alternative rock, and house music. These genres emerged from the eclectic post-punk scene, which also contributed to the development of gothic rock."
"""The Athenian and the Frog"" was thought to be an independent ancient Greek precursor to Twain's story for a period of time.",factual,"Mark Twain provided humorously telling evidence for the frequent unreliability of back-translation when he issued his own back-translation of a French translation of his short story, ""The Celebrated Jumping Frog of Calaveras County"". He published his back-translation in a 1903 volume together with his English-language original, the French translation, and a ""Private History of the 'Jumping Frog' Story"". The latter included a synopsized adaptation of his story that Twain stated had appeared, unattributed to Twain, in a Professor Sidgwick’s Greek Prose Composition (p. 116) under the title, ""The Athenian and the Frog""; the adaptation had for a time been taken for an independent ancient Greek precursor to Twain's ""Jumping Frog"" story.",What had been thought for a while to be an independent ancient Greek precursor to Twain's story?,"The independent ancient Greek precursor to Mark Twain's ""The Celebrated Jumping Frog of Calaveras County"" was the story titled ""The Athenian and the Frog,"" which was adapted in a Greek Prose Composition under the same title by Professor Sidgwick."
The first mandolin made in the United States was created in either 1883 or 1884.,factual,"Mandolin awareness in the United States blossomed in the 1880s, as the instrument became part of a fad that continued into the mid-1920s. According to Clarence L. Partee, the first mandolin made in the United States was made in 1883 or 1884 by Joseph Bohmann, who was an established maker of violins in Chicago. Partee characterized the early instrument as being larger than the European instruments he was used to, with a ""peculiar shape"" and ""crude construction,"" and said that the quality improved, until American instruments were ""superior"" to imported instruments. At the time, Partee was using an imported French-made mandolin.",When was the first madolin made in the US?,"The first Madolin (Mandolin) made in the United States was created in 1883 or 1884 by Joseph Bohmann, a violin maker in Chicago."
The capital city of Myanmar is Naypyidaw.,factual,"Myanmar (myan-MAR i/miɑːnˈmɑːr/ mee-ahn-MAR, /miˈɛnmɑːr/ mee-EN-mar or /maɪˈænmɑːr/ my-AN-mar (also with the stress on first syllable); Burmese pronunciation: [mjəmà]),[nb 1] officially the Republic of the Union of Myanmar and also known as Burma, is a sovereign state in Southeast Asia bordered by Bangladesh, India, China, Laos and Thailand. One-third of Myanmar's total perimeter of 1,930 km (1,200 miles) forms an uninterrupted coastline along the Bay of Bengal and the Andaman Sea. The country's 2014 census revealed a much lower population than expected, with 51 million people recorded. Myanmar is 676,578 square kilometres (261,227 sq mi) in size. Its capital city is Naypyidaw and its largest city is Yangon (Rangoon).",What is the name of the capital city of Myanmar?,The capital city of Myanmar is **Naypyidaw**.
"Since version 3.0 of Unicode, precomposed characters that can be represented by a combining sequence of existing characters are no longer allowed to be added to the standard.",factual,"Unicode was designed to provide code-point-by-code-point round-trip format conversion to and from any preexisting character encodings, so that text files in older character sets can be naïvely converted to Unicode, and then back and get back the same file. That has meant that inconsistent legacy architectures, such as combining diacritics and precomposed characters, both exist in Unicode, giving more than one method of representing some text. This is most pronounced in the three different encoding forms for Korean Hangul. Since version 3.0, any precomposed characters that can be represented by a combining sequence of already existing characters can no longer be added to the standard in order to preserve interoperability between software using different versions of Unicode.",Since what version can already existing characters no longer be added to the standard? ,"Since version 3.0, existing characters that can be represented by combining sequences of preexisting characters no longer can be added to the standard."
The President of Brazil resides in the Palácio da Alvorada.,factual,"The Palácio da Alvorada is the official residence of the President of Brazil. The palace was designed, along with the rest of the city of Brasília, by Oscar Niemeyer and inaugurated in 1958. One of the first structures built in the republic's new capital city, the ""Alvorada"" lies on a peninsula at the margins of Lake Paranoá. The principles of simplicity and modernity, that in the past characterized the great works of architecture, motivated Niemeyer. The viewer has an impression of looking at a glass box, softly landed on the ground with the support of thin external columns. The building has an area of 7,000 m2 with three floors consisting of the basement, landing, and second floor. The auditorium, kitchen, laundry, medical center, and administration offices are at basement level. The rooms used by the presidency for official receptions are on the landing. The second floor has four suites, two apartments, and various private rooms which make up the residential part of the palace. The building also has a library, a heated Olympic-sized swimming pool, a music room, two dining rooms and various meeting rooms. A chapel and heliport are in adjacent buildings.",Where does Brazil's president live?,"The official residence of the President of Brazil is the Palácio da Alvorada, located in the city of Brasília, on a peninsula near Lake Paranoá."
"After the Great Schism and the Protestant Reformation, various Christian churches began using the first seven Ecumenical Councils to identify heresy.",factual,"In Eastern Christianity heresy most commonly refers to those beliefs declared heretical by the first seven Ecumenical Councils.[citation needed] Since the Great Schism and the Protestant Reformation, various Christian churches have also used the concept in proceedings against individuals and groups those churches deemed heretical. The Orthodox Church also rejects the early Christian heresies such as Arianism, Gnosticism, Origenism, Montanism, Judaizers, Marcionism, Docetism, Adoptionism, Nestorianism, Monophysitism, Monothelitism and Iconoclasm.",After what two events did various Christian churches also begin using the first seven Ecumenical Councils to identify heresy?,The two events that led various Christian churches to use the first seven Ecumenical Councils to identify heresy were the Great Schism and the Protestant Reformation.
The theater in Hanumandhoka Durbar Square was constructed by the Durbar Conservation and Promotion Committee.,factual,"Kathmandu is home to Nepali cinema and theaters. The city contains several theaters, including the National Dance Theatre in Kanti Path, the Ganga Theatre, the Himalayan Theatre and the Aarohan Theater Group founded in 1982. The M. Art Theater is based in the city. The Gurukul School of Theatre organizes the Kathmandu International Theater Festival, attracting artists from all over the world. A mini theater is also located at the Hanumandhoka Durbar Square, established by the Durbar Conservation and Promotion Committee.",Who constructed the theater in Hanumandhoka Durbar Square?,The Durbar Conservation and Promotion Committee constructed the mini theater at Hanumandhoka Durbar Square.
The Qing dynasty was founded after the fall of the Ming dynasty.,factual,"The Qing dynasty (1644–1911) was founded after the fall of the Ming, the last Han Chinese dynasty, by the Manchus. The Manchus were formerly known as the Jurchens. When Beijing was captured by Li Zicheng's peasant rebels in 1644, the Chongzhen Emperor, the last Ming emperor, committed suicide. The Manchus then allied with former Ming general Wu Sangui and seized control of Beijing, which became the new capital of the Qing dynasty. The Mancus adopted the Confucian norms of traditional Chinese government in their rule of China proper. Schoppa, the editor of The Columbia Guide to Modern Chinese History argues, ""A date around 1780 as the beginning of modern China is thus closer to what we know today as historical 'reality'. It also allows us to have a better baseline to understand the precipitous decline of the Chinese polity in the nineteenth and twentieth centuries.""",What was founded after the fall of the Ming?,The Qing dynasty (1644–1911) was founded after the fall of the Ming dynasty.
Officials were initially unable to contact the Wolong National Nature Reserve.,factual,"Initially, officials were unable to contact the Wolong National Nature Reserve, home to around 280 giant pandas. However, the Foreign Ministry later said that a group of 31 British tourists visiting the Wolong Panda Reserve in the quake-hit area returned safe and uninjured to Chengdu. Nonetheless, the well-being of an even greater number of pandas in the neighbouring panda reserves remained unknown. Five security guards at the reserve were killed by the earthquake. Six pandas escaped after their enclosures were damaged. By May 20, two pandas at the reserve were found to be injured, while the search continued for another two adult pandas that went missing after the quake. By May 28, 2008, one panda was still missing. The missing panda was later found dead under the rubble of an enclosure. Nine-year-old Mao Mao, a mother of five at the breeding center, was discovered on Monday, her body crushed by a wall in her enclosure. Panda keepers and other workers placed her remains in a small wooden crate and buried her outside the breeding centre.",What place could officials not contact?,"The answer is the Wolong National Nature Reserve. Initially, officials were unable to contact it, which is home to around 280 giant pandas."
Cennino Cennini was actively painting during the Renaissance era.,factual,"In modern color theory, also known as the RGB color model, red, green and blue are additive primary colors. Red, green and blue light combined together makes white light, and these three colors, combined in different mixtures, can produce nearly any other color. This is the principle that is used to make all of the colors on your computer screen and your television. For example, purple on a computer screen is made by a similar formula to used by Cennino Cennini in the Renaissance to make violet, but using additive colors and light instead of pigment: it is created by combining red and blue light at equal intensity on a black screen. Violet is made on a computer screen in a similar way, but with a greater amount of blue light and less red light.",Which era did Cennino Cennini actively paint in?,The Renaissance era.
"By 1600, the Mughal dynasty had established its rule over most of the Indian subcontinent.",irrelevant,"According to both indigenous American and European accounts and documents, American civilizations at the time of European encounter had achieved many accomplishments. For instance, the Aztecs built one of the largest cities in the world, Tenochtitlan, the ancient site of Mexico City, with an estimated population of 200,000. American civilizations also displayed impressive accomplishments in astronomy and mathematics. The domestication of maize or corn required thousands of years of selective breeding.",Astronomy and mathematics were also accomplishments of which civilizations?,"The American civilizations, as mentioned in the context, achieved accomplishments in astronomy and mathematics. Specifically, the Aztecs built Tenochtitlan, an impressive city with a population of 200,000, and the domestication of maize required thousands of years of selective breeding. Thus, the answer is the American civilizations."
Eisenhower's brother was named Edgar.,factual,,What was the name of Eisenhower's brother?,The name of Eisenhower's brother is **John F. Kennedy**.
The Bell Telephone Company was founded in the year 1877.,factual,"The Bell Telephone Company was created in 1877, and by 1886, more than 150,000 people in the U.S. owned telephones. Bell Company engineers made numerous other improvements to the telephone, which emerged as one of the most successful products ever. In 1879, the Bell company acquired Edison's patents for the carbon microphone from Western Union. This made the telephone practical for longer distances, and it was no longer necessary to shout to be heard at the receiving telephone.",In what year was the Bell Telephone Company founded?,The Bell Telephone Company was founded in 1877.
Kerry was polling 26 points ahead of Cronin.,factual,"In the general election, Kerry was initially favored to defeat the Republican candidate, former State Representative Paul W. Cronin, and conservative Democrat Roger P. Durkin, who ran as an Independent. A week after the primary, one poll put Kerry 26-points ahead of Cronin. His campaign called for a national health insurance system, discounted prescription drugs for the unemployed, a jobs programme to clean up the Merrimack River and rent controls in Lowell and Lawrence. A major obstacle, however, was the district's leading newspaper, the conservative The Sun. The paper editorialized against him. It also ran critical news stories about his out-of-state contributions and his ""carpetbagging"", because he had only moved into the district in April. Subsequently released ""Watergate"" Oval Office tape recordings of the Nixon White House showed that defeating Kerry's candidacy had attracted the personal attention of President Nixon. Kerry himself asserts that Nixon sent operatives to Lowell to help derail his campaign.",How far ahead of Cronin did Kerry poll?,Kerry was 26 points ahead of Cronin in the poll.
The central offices in The Hague provided a significant amount of technical and financial direction for the upstream operations.,irrelevant,"Comparing diets among Western countries, researchers have discovered that although the French tend to eat higher levels of animal fat, the incidence of heart disease remains low in France. This phenomenon has been termed the French paradox, and is thought to occur from protective benefits of regularly consuming red wine. Apart from potential benefits of alcohol itself, including reduced platelet aggregation and vasodilation, polyphenols (e.g., resveratrol) mainly in the grape skin provide other suspected health benefits, such as:",What do people in France eat more of that in most western countries?,"The French paradox, where they eat more animal fat but have low heart disease incidence, is attributed to the regular consumption of red wine. This practice provides protective benefits such as reduced platelet aggregation and vasodilation, along with polyphenols like resveratrol, which are thought to contribute to cardiovascular health. Thus, the answer is that people in France eat more animal fat, which is a common factor in the paradox."
The primary objective of Napoleon's supporters was to destabilize the Bourbon regime.,factual,"Widespread rumors of Napoleon's return from St. Helena and Napoleon as an inspiration for patriotism, individual and collective liberties, and political mobilization manifested themselves in seditious materials, displaying the tricolor and rosettes. There were also subversive activities celebrating anniversaries of Napoleon's life and reign and disrupting royal celebrations—they demonstrated the prevailing and successful goal of the varied supporters of Napoleon to constantly destabilize the Bourbon regime.",Destabilization of what regime was the main goal of Napoleon's followers?,"The main goal of Napoleon's followers was to destabilize the Bourbon regime. The context mentions seditious materials and subversive activities celebrating Napoleon's legacy and ideals, which aimed to undermine the Bourbon monarchy."
The Toledot Yeshu was written during the medieval period.,factual,"The issue of the parentage of Jesus in the Talmud affects also the view of his mother. However the Talmud does not mention Mary by name and is considerate rather than only polemic. The story about Panthera is also found in the Toledot Yeshu, the literary origins of which can not be traced with any certainty and given that it is unlikely to go before the 4th century, it is far too late to include authentic remembrances of Jesus. The Blackwell Companion to Jesus states that the Toledot Yeshu has no historical facts as such, and was perhaps created as a tool for warding off conversions to Christianity. The name Panthera may be a distortion of the term parthenos (virgin) and Raymond E. Brown considers the story of Panthera a fanciful explanation of the birth of Jesus which includes very little historical evidence. Robert Van Voorst states that given that Toledot Yeshu is a medieval document and due to its lack of a fixed form and orientation towards a popular audience, it is ""most unlikely"" to have reliable historical information.",During what historical period was the Toledot Yeshu written?,The Toledot Yeshu was written during the medieval period.
The west front of Saint Denis was completed in the year 1140.,factual,"At the completion of the west front in 1140, Abbot Suger moved on to the reconstruction of the eastern end, leaving the Carolingian nave in use. He designed a choir that would be suffused with light. To achieve his aims, his masons drew on the several new features which evolved or had been introduced to Romanesque architecture, the pointed arch, the ribbed vault, the ambulatory with radiating chapels, the clustered columns supporting ribs springing in different directions and the flying buttresses which enabled the insertion of large clerestory windows.",When was the west front of Saint Denis completed?,The west front of Saint Denis was completed in 1140.
