answer,type,context,question,qwen
The term Serbo-Croatian was first used by Jacob Grimm in 1824.,factual,"Throughout the history of the South Slavs, the vernacular, literary, and written languages (e.g. Chakavian, Kajkavian, Shtokavian) of the various regions and ethnicities developed and diverged independently. Prior to the 19th century, they were collectively called ""Illyric"", ""Slavic"", ""Slavonian"", ""Bosnian"", ""Dalmatian"", ""Serbian"" or ""Croatian"". As such, the term Serbo-Croatian was first used by Jacob Grimm in 1824, popularized by the Vienna philologist Jernej Kopitar in the following decades, and accepted by Croatian Zagreb grammarians in 1854 and 1859. At that time, Serb and Croat lands were still part of the Ottoman and Austrian Empires. Officially, the language was called variously Serbo-Croat, Croato-Serbian, Serbian and Croatian, Croatian and Serbian, Serbian or Croatian, Croatian or Serbian. Unofficially, Serbs and Croats typically called the language ""Serbian"" or ""Croatian"", respectively, without implying a distinction between the two, and again in independent Bosnia and Herzegovina, ""Bosnian"", ""Croatian"", and ""Serbian"" were considered to be three names of a single official language. Croatian linguist Dalibor Brozović advocated the term Serbo-Croatian as late as 1988, claiming that in an analogy with Indo-European, Serbo-Croatian does not only name the two components of the same language, but simply charts the limits of the region in which it is spoken and includes everything between the limits (‘Bosnian’ and ‘Montenegrin’). Today, use of the term ""Serbo-Croatian"" is controversial due to the prejudice that nation and language must match. It is still used for lack of a succinct alternative, though alternative names have been used, such as Bosnian/Croatian/Serbian (BCS), which is often seen in political contexts such as the Hague War Crimes tribunal.",Who first used the term Serbo-Croatian in 1824?,"Jacob Grimm first used the term ""Serbo-Croatian"" in 1824."
Twenty helicopters were deployed to deliver aid to the affected areas.,factual,"Persistent heavy rain and landslides in Wenchuan County and the nearby area badly affected rescue efforts. At the start of rescue operations on May 12, 20 helicopters were deployed for the delivery of food, water, and emergency aid, and also the evacuation of the injured and reconnaissance of quake-stricken areas. By 17:37 CST on May 13, a total of over 15,600 troops and militia reservists from the Chengdu Military Region had joined the rescue force in the heavily affected areas. A commander reported from Yingxiu Town, Wenchuan, that around 3,000 survivors were found, while the status of the other inhabitants (around 9,000) remained unclear. The 1,300 rescuers reached the epicenter, and 300 pioneer troops reached the seat of Wenchuan at about 23:30 CST. By 12:17 CST, May 14, 2008, communication in the seat of Wenchuan was partly revived. On the afternoon of May 14, 15 Special Operations Troops, along with relief supplies and communications gear, parachuted into inaccessible Mao County, northeast of Wenchuan.",How many helicopters were sent to deliver aid to the affected areas?,20 helicopters were sent to deliver aid to the affected areas.
Resonant antennas are typically used for TV viewing.,factual,,What antenna setup type is generally used for TV viewing?,"The standard antenna setup for TV viewing is a coaxial antenna, which is a cable-type antenna used to receive TV signals. This setup is particularly common in home environments due to its reliability and ability to capture signal strength over long distances."
Precision instruments and watches make up 16.9% of Switzerland's exported goods.,factual,"Switzerland's most important economic sector is manufacturing. Manufacturing consists largely of the production of specialist chemicals, health and pharmaceutical goods, scientific and precision measuring instruments and musical instruments. The largest exported goods are chemicals (34% of exported goods), machines/electronics (20.9%), and precision instruments/watches (16.9%). Exported services amount to a third of exports. The service sector – especially banking and insurance, tourism, and international organisations – is another important industry for Switzerland.",What accounts for 16.9% of Switzerland's exported goods?,The context states that precision instruments/watches account for 16.9% of Switzerland's exported goods.
The patent case Davoll et al. v. Brown was ruled on by the Massachusetts Circuit Court.,factual,"The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriété intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",Which court ruled on the patent case Davoll et al. v. Brown?,The Massachusetts Circuit Court ruled on the patent case *Davoll et al. v. Brown* in October 1845.
"The term ""hinayana"" is considered a derogatory label related to Mahayana.",factual,"Only the Theravada school does not include the Mahayana scriptures in its canon. As the modern Theravada school is descended from a branch of Buddhism that diverged and established itself in Sri Lanka prior to the emergence of the Mahayana texts, debate exists as to whether the Theravada were historically included in the hinayana designation; in the modern era, this label is seen as derogatory, and is generally avoided.",What Mahayana related label is considered derogatory?,The label considered derogatory is **Theravada**.
"The procedure being performed was a heart transplant, not a circumcision, while he gave his reasoning.",contradiction,"Mary's complete sinlessness and concomitant exemption from any taint from the first moment of her existence was a doctrine familiar to Greek theologians of Byzantium. Beginning with St. Gregory Nazianzen, his explanation of the ""purification"" of Jesus and Mary at the circumcision (Luke 2:22) prompted him to consider the primary meaning of ""purification"" in Christology (and by extension in Mariology) to refer to a perfectly sinless nature that manifested itself in glory in a moment of grace (e.g., Jesus at his Baptism). St. Gregory Nazianzen designated Mary as ""prokathartheisa (prepurified)."" Gregory likely attempted to solve the riddle of the Purification of Jesus and Mary in the Temple through considering the human natures of Jesus and Mary as equally holy and therefore both purified in this manner of grace and glory. Gregory's doctrines surrounding Mary's purification were likely related to the burgeoning commemoration of the Mother of God in and around Constantinople very close to the date of Christmas. Nazianzen's title of Mary at the Annunciation as ""prepurified"" was subsequently adopted by all theologians interested in his Mariology to justify the Byzantine equivalent of the Immaculate Conception. This is especially apparent in the Fathers St. Sophronios of Jerusalem and St. John Damascene, who will be treated below in this article at the section on Church Fathers. About the time of Damascene, the public celebration of the ""Conception of St. Ann [i.e., of the Theotokos in her womb]"" was becoming popular. After this period, the ""purification"" of the perfect natures of Jesus and Mary would not only mean moments of grace and glory at the Incarnation and Baptism and other public Byzantine liturgical feasts, but purification was eventually associated with the feast of Mary's very conception (along with her Presentation in the Temple as a toddler) by Orthodox authors of the 2nd millennium (e.g., St. Nicholas Cabasilas and Joseph Bryennius).",What procedure was being performed while he gave his reasoning ?,"The procedure being performed while Mary gave her reasoning was the moments of grace and glory at the Incarnation and Baptism, as Gregory Nazianzen considered both Jesus and Mary as equally holy and purified in this manner. This aligns with the context that Mary's purification was tied to the feast of her conception and the Presentation in the Temple."
"The French were equipped with bronze, rifled muzzle-loading artillery.",factual,"The French were equipped with bronze, rifled muzzle-loading artillery, while the Prussians used new steel breech-loading guns, which had a far longer range and a faster rate of fire. Prussian gunners strove for a high rate of fire, which was discouraged in the French army in the belief that it wasted ammunition. In addition, the Prussian artillery batteries had 30% more guns than their French counterparts. The Prussian guns typically opened fire at a range of 2–3 kilometres (1.2–1.9 mi), beyond the range of French artillery or the Chassepot rifle. The Prussian batteries could thus destroy French artillery with impunity, before being moved forward to directly support infantry attacks.",What type of artillery were the French equipped with?,"The French were equipped with **bronze, rifled muzzle-loading artillery**."
All 22 countries categorized as having low development are situated on the African continent.,factual,"A HDI below 0.5 is considered to represent ""low development"". All 22 countries in that category are located in Africa. The highest-scoring Sub-Saharan countries, Gabon and South Africa, are ranked 119th and 121st, respectively. Nine countries departed from this category this year and joined the ""medium development"" group.",On which continent are all 22 of the low development countries located?,Africa.
"In addition to classical musicians, popular musicians have also experimented with electronic instruments.",factual,"Electric instruments such as the electric guitar, the electric bass and the ondes Martenot appear occasionally in the classical music of the 20th and 21st centuries. Both classical and popular musicians have experimented in recent decades with electronic instruments such as the synthesizer, electric and digital techniques such as the use of sampled or computer-generated sounds, and instruments from other cultures such as the gamelan.",What type of musicians besides classical have experimented with electronic instruments?,classical and popular
The writing system of Japanese also incorporates a pair of syllabaries.,factual,"Written Japanese also includes a pair of syllabaries known as kana, derived by simplifying Chinese characters selected to represent syllables of Japanese. The syllabaries differ because they sometimes selected different characters for a syllable, and because they used different strategies to reduce these characters for easy writing: the angular katakana were obtained by selecting a part of each character, while hiragana were derived from the cursive forms of whole characters. Modern Japanese writing uses a composite system, using kanji for word stems, hiragana for inflexional endings and grammatical words, and katakana to transcribe non-Chinese loanwords as well as serve as a method to emphasize native words (similar to how italics are used in Romance languages).",What also includes a pair of syllabaries?,"The pair of syllabaries in written Japanese is known as **kana**, which simplifies Chinese characters to represent syllables."
Gregory of Tours lived in modern-day Italy.,contradiction,"Changes also took place among laymen, as aristocratic culture focused on great feasts held in halls rather than on literary pursuits. Clothing for the elites was richly embellished with jewels and gold. Lords and kings supported entourages of fighters who formed the backbone of the military forces.[I] Family ties within the elites were important, as were the virtues of loyalty, courage, and honour. These ties led to the prevalence of the feud in aristocratic society, examples of which included those related by Gregory of Tours that took place in Merovingian Gaul. Most feuds seem to have ended quickly with the payment of some sort of compensation. Women took part in aristocratic society mainly in their roles as wives and mothers of men, with the role of mother of a ruler being especially prominent in Merovingian Gaul. In Anglo-Saxon society the lack of many child rulers meant a lesser role for women as queen mothers, but this was compensated for by the increased role played by abbesses of monasteries. Only in Italy does it appear that women were always considered under the protection and control of a male relative.",In what country did Gregory of Tours live?,The country where Gregory of Tours lived is Merovingian Gaul.
"The CAP theorem explains the difficulty in a distributed system providing all three guarantees of availability, consistency, and partition tolerance simultaneously.",irrelevant,"The blossoming literature, philosophy, medicine, and art of Iran became major elements in the formation of a new age for the Iranian civilization, during the period known as the Islamic Golden Age. The Islamic Golden Age reached its peak by the 10th and 11th centuries, during which Iran was the main theater of the scientific activities. After the 10th century, Persian language, alongside Arabic, was used for the scientific, philosophical, historical, musical, and medical works, whereas the important Iranian writers, such as Tusi, Avicenna, Qotb od Din Shirazi, and Biruni, had major contributions in the scientific writing.",When did the Islamic Golden Age reach its zenith?,The Islamic Golden Age reached its peak during the 10th and 11th centuries.
"A dead lower limb can remain attached to a tree for a period of time, potentially lasting several years.",factual,"During the development of a tree, the lower limbs often die, but may remain attached for a time, sometimes years. Subsequent layers of growth of the attaching stem are no longer intimately joined with the dead limb, but are grown around it. Hence, dead branches produce knots which are not attached, and likely to drop out after the tree has been sawn into boards.",For what length of time can a dead lower limb stay attached to a tree?,"The dead lower limb can stay attached to a tree for a time, sometimes years. This is mentioned in the context as part of the tree's growth process."
The colonies initially rejected the authority of the British Parliament to govern them without providing any representation.,irrelevant,"Similar organizations in other countries followed: The American Anthropological Association in 1902, the Anthropological Society of Madrid (1865), the Anthropological Society of Vienna (1870), the Italian Society of Anthropology and Ethnology (1871), and many others subsequently. The majority of these were evolutionist. One notable exception was the Berlin Society of Anthropology (1869) founded by Rudolph Virchow, known for his vituperative attacks on the evolutionists. Not religious himself, he insisted that Darwin's conclusions lacked empirical foundation.",When was the Berlin Society of Anthropology founded by Rudolph Virchow?,The Berlin Society of Anthropology was founded in 1869 by Rudolph Virchow.
The JK Bridge spans across Lake Paranoá in Brasília.,factual,"The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília. It is named after Juscelino Kubitschek de Oliveira, former president of Brazil. It was designed by architect Alexandre Chan and structural engineer Mário Vila Verde. Chan won the Gustav Lindenthal Medal for this project at the 2003 International Bridge Conference in Pittsburgh due to ""...outstanding achievement demonstrating harmony with the environment, aesthetic merit and successful community participation"".",What does the JK Bridge cross?,The JK Bridge crosses Lake Paranoá in Brasília.
"The busiest cruise port in the world is not Port of Miami, but rather Port Everglades in Fort Lauderdale, Florida.",contradiction,,What is the busiest cruise port in the world?,"The busiest cruise port in the world is the port of Barcelona, Spain. It serves as a major hub for cruise ships, with high volumes of passengers and cargo."
"Reginald DesRoches, a professor of civil and environmental engineering at Georgia Tech, was the individual in question.",factual,"Reginald DesRoches, a professor of civil and environmental engineering at Georgia Tech, pointed out that the massive damage of properties and houses in the earthquake area was because China did not create an adequate seismic design code until after the devastating 1976 Tangshan earthquake. DesRoches said: ""If the buildings were older and built prior to that 1976 earthquake, chances are they weren't built for adequate earthquake forces.""",Who was a professor of civil and environmental engineering at Georgia Tech?,Reginald DesRoches.
"Another term for enriched uranium is ""weapons grade.""",factual,"During the Cold War between the Soviet Union and the United States, huge stockpiles of uranium were amassed and tens of thousands of nuclear weapons were created using enriched uranium and plutonium made from uranium. Since the break-up of the Soviet Union in 1991, an estimated 600 short tons (540 metric tons) of highly enriched weapons grade uranium (enough to make 40,000 nuclear warheads) have been stored in often inadequately guarded facilities in the Russian Federation and several other former Soviet states. Police in Asia, Europe, and South America on at least 16 occasions from 1993 to 2005 have intercepted shipments of smuggled bomb-grade uranium or plutonium, most of which was from ex-Soviet sources. From 1993 to 2005 the Material Protection, Control, and Accounting Program, operated by the federal government of the United States, spent approximately US $550 million to help safeguard uranium and plutonium stockpiles in Russia. This money was used for improvements and security enhancements at research and storage facilities. Scientific American reported in February 2006 that in some of the facilities security consisted of chain link fences which were in severe states of disrepair. According to an interview from the article, one facility had been storing samples of enriched (weapons grade) uranium in a broom closet before the improvement project; another had been keeping track of its stock of nuclear warheads using index cards kept in a shoe box.",What is another term for uranium that is enriched?,"Another term for uranium that is enriched is **enriched uranium**. The context explicitly mentions ""highly enriched weapons grade uranium"" and refers to it as such, confirming the term."
The Los Angeles Times was the newspaper that broke the story about Schwarzenegger's child with another woman.,factual,"On May 9, 2011, Shriver and Schwarzenegger ended their relationship after 25 years of marriage, with Shriver moving out of the couple's Brentwood mansion. On May 16, 2011, the Los Angeles Times revealed that Schwarzenegger had fathered a son more than fourteen years earlier with an employee in their household, Mildred Patricia 'Patty' Baena. ""After leaving the governor's office I told my wife about this event, which occurred over a decade ago,"" Schwarzenegger said in a statement issued to The Times. In the statement, Schwarzenegger did not mention that he had confessed to his wife only after Shriver had confronted him with the information, which she had done after confirming with the housekeeper what she had suspected about the child.",What newspaper broke the story about Schwarzenegger's child with another woman?,The newspaper that broke the story is the **Los Angeles Times**.
"The 2008 Olympic Torch relay was held in San Francisco, California.",factual," United States of America: The torch relay's North American leg occurred in San Francisco, California on April 9. On the day of the relay officials diverted the torch run to an unannounced route. The start was at McCovey Cove, where Norman Bellingham of the U.S. Olympic Committee gave the torch to the first torchbearer, Chinese 1992 Olympic champion swimmer Lin Li. The planned closing ceremony at Justin Herman Plaza was cancelled and instead, a ceremony was held at San Francisco International Airport, where the torch was to leave for Buenos Aires. The route changes allowed the run to avoid large numbers of China supporters and protesters against China. As people found out there would be no closing ceremony at Justin Herman Plaza, there were angry reactions. One demonstrator was quoted as saying that the route changes were an effort to ""thwart any organized protest that had been planned."" San Francisco Board of Supervisors President Aaron Peskin, a critic of Mayor Gavin Newsom, said that it was a ""cynical plan to please the Bush State Department and the Chinese government because of the incredible influence of money."" Newsom, on the other hand, said he felt it was in ""everyone's best interest"" and that he believed people had been ""afforded the right to protest and support the torch"" despite the route changes. Peter Ueberroth, head of the U.S. Olympic Committee, praised the route changes, saying, ""The city of San Francisco, from a global perspective, will be applauded."" People who saw the torch were surprised and cheered as shown from live video of CBS and NBC. The cost to the city for hosting the event was reported to be USD $726,400, nearly half of which has been recovered by private fundraising. Mayor Gavin Newsom said that ""exponential"" costs associated with mass arrests were avoided by his decision to change the route in consultation with police chief Heather Fong.",What city in the United States held the 2008 Olympic Torch relay?,"The city in the United States that hosted the 2008 Olympic Torch relay was **San Francisco, California**."
"Charleston, South Carolina is located in Charleston County.",factual,"Charleston is the oldest and second-largest city in the U.S. state of South Carolina, the county seat of Charleston County, and the principal city in the Charleston–North Charleston–Summerville Metropolitan Statistical Area. The city lies just south of the geographical midpoint of South Carolina's coastline and is located on Charleston Harbor, an inlet of the Atlantic Ocean formed by the confluence of the Ashley and Cooper Rivers, or, as is locally expressed, ""where the Cooper and Ashley Rivers come together to form the Atlantic Ocean.""","What county is Charleston, South Carolina located in?","Charleston County, South Carolina."
"The Court ruled that universities are allowed to set ""goals"" and ""timetables"" for diversity instead of numerical targets.",factual,"In the US, a prominent form of racial preferences relates to access to education, particularly admission to universities and other forms of higher education. Race, ethnicity, native language, social class, geographical origin, parental attendance of the university in question (legacy admissions), and/or gender are sometimes taken into account when the university assesses an applicant's grades and test scores. Individuals can also be awarded scholarships and have fees paid on the basis of criteria listed above. In 1978, the Supreme Court ruled in Bakke v. Regents that public universities (and other government institutions) could not set specific numerical targets based on race for admissions or employment. The Court said that ""goals"" and ""timetables"" for diversity could be set instead.","Instead of being allowed to set numerical targets, what did the Court rule that universities are allowed to do?","The Supreme Court ruled in *Bakke v. Regents* (1978) that universities cannot set specific numerical targets based on race for admissions or employment. Instead, the Court emphasized diversity goals and timetables as permissible."
"The Heian period was named after the capital city of Heian-kyō, which is present-day Kyoto.",factual,,The Heian period is named after what city?,The Heian period is named after the city of **Kyoto**. This period is known for its cultural flourishing and the central role of Kyoto as the political and cultural hub of Japan.
The dominant group of avialans during the Cretaceous period was the enantiornithes.,factual,"The first large, diverse lineage of short-tailed avialans to evolve were the enantiornithes, or ""opposite birds"", so named because the construction of their shoulder bones was in reverse to that of modern birds. Enantiornithes occupied a wide array of ecological niches, from sand-probing shorebirds and fish-eaters to tree-dwelling forms and seed-eaters. While they were the dominant group of avialans during the Cretaceous period, enantiornithes became extinct along with many other dinosaur groups at the end of the Mesozoic era.",What was the dominant group of avialans during the Cretaceous period?,The dominant group of avialans during the Cretaceous period was the enantiornithes.
The Atlanta Braves are the other team that is tied with the Chicago Cubs for being the oldest currently active U.S. professional sports club.,factual,"The team played its first games in 1876 as a founding member of the National League (NL), eventually becoming known officially as the Chicago Cubs for the 1903 season. Officially, the Cubs are tied for the distinction of being the oldest currently active U.S. professional sports club, along with the Atlanta Braves, which also began play in the NL in 1876 as the Boston Red Stockings (Major League Baseball does not officially recognize the National Association of Professional Base Ball Players as a major league.)",What other team besides the Chicago Cubs is tied for being the oldest currently active U.S. professional sports club?,The answer is the Atlanta Braves.
"In his first campaign, it took Napoleon approximately one year to get the Austrians out of Italy.",irrelevant,"Under the supervision of May and Taylor, numerous restoration projects have been under way involving Queen's lengthy audio and video catalogue. DVD releases of their 1986 Wembley concert (titled Live at Wembley Stadium), 1982 Milton Keynes concert (Queen on Fire – Live at the Bowl), and two Greatest Video Hits (Volumes 1 and 2, spanning the 1970s and 1980s) have seen the band's music remixed into 5.1 and DTS surround sound. So far, only two of the band's albums, A Night at the Opera and The Game, have been fully remixed into high-resolution multichannel surround on DVD-Audio. A Night at the Opera was re-released with some revised 5.1 mixes and accompanying videos in 2005 for the 30th anniversary of the album's original release (CD+DVD-Video set). In 2007, a Blu-ray edition of Queen's previously released concerts, Queen Rock Montreal & Live Aid, was released, marking their first project in 1080p HD.",Which band members were involved in the restoration of Queen's prior projects?,The band members involved in the restoration of Queen's prior projects were **May** and **Taylor**.
"Link obtains the Shadow Crystal, which grants him control over his transformations between his normal form and wolf form.",factual,"After gaining the Master Sword, Link is cleansed of the magic that kept him in wolf form, obtaining the Shadow Crystal. Now able to use it to switch between both forms at will, Link is led by Midna to the Mirror of Twilight located deep within the Gerudo Desert, the only known gateway between the Twilight Realm and Hyrule. However, they discover that the mirror is broken. The Sages there explain that Zant tried to destroy it, but he was only able to shatter it into fragments; only the true ruler of the Twili can completely destroy the Mirror of Twilight. They also reveal that they used it a century ago to banish Ganondorf, the Gerudo leader who attempted to steal the Triforce, to the Twilight Realm when executing him failed. Assisted by an underground resistance group they meet in Castle Town, Link and Midna set out to retrieve the missing shards of the Mirror, defeating those they infected. Once the portal has been restored, Midna is revealed to be the true ruler of the Twilight Realm, usurped by Zant when he cursed her into her current form. Confronting Zant, Link and Midna learn that Zant's coup was made possible when he forged a pact with Ganondorf, who asked for Zant's assistance in conquering Hyrule. After Link defeats Zant, Midna recovers the Fused Shadows, but destroys Zant after learning that only Ganondorf's death can release her from her curse. Returning to Hyrule, Link and Midna find Ganondorf in Hyrule Castle, with a lifeless Zelda suspended above his head. Ganondorf fights Link by possessing Zelda's body and eventually by transforming into a beast, but Link defeats him and Midna is able to resurrect Zelda.",What does Link obtain that gives him control over his transformations?,"Link obtains the **Shadow Crystal**, which allows him to switch between his human and wolf forms at will. This crystal, obtained after cleansing him of the magic tied to his wolf form, enables him to harness his transformations."
"In Hinduism, the conception of God varies widely, ranging from monotheistic, polytheistic, to even atheistic beliefs depending on the region, sect, and caste.",factual,,How many gods do the Hindu's have?,"Hinduism is a complex religion with numerous deities, but the exact number is not fixed. The main deities are often grouped into categories such as Brahma, Vishnu, Shiva, and Shakti, alongside deities associated with nature, love, and other aspects of life. While Hinduism has a vast number of deities, the specific count varies depending on the source and the context of the study. For example, some sources may count over 100 or 200 deities, but this is not a universal figure. The diversity of Hinduism reflects its rich spiritual and cultural heritage."
The Somers Isles Company suppressed shipbuilding because they needed the Bermudians to focus on farming in order to generate income from the land.,factual,"In the 17th century, the Somers Isles Company suppressed shipbuilding, as it needed Bermudians to farm to generate income from the land. Agricultural production met with limited success, however. The Bermuda cedar boxes used to ship tobacco to England were reportedly worth more than their contents.[citation needed] The colony of Virginia far surpassed Bermuda in both quality and quantity of tobacco produced. Bermudians began to turn to maritime trades relatively early in the 17th century, but the Somers Isles Company used all its authority to suppress turning away from agriculture. This interference led to the islanders demanding, and receiving, the revocation of the Company's charter in 1684, and the Company was dissolved.",Why did the Somers Isles Company decide to surpress shipbuilding?,"The Somers Isles Company suppressed shipbuilding to rely on Bermudian farmers for agricultural income, as they needed Bermudians to farm to generate money from the land. Despite initial success with Bermuda cedar boxes (which were worth more than their contents), the colony's focus shifted to maritime trade, and the company's authority led to the revocation of their charter in 1684 and the dissolution of the colony."
"The Israelis did not want to divert the Jordan River. Instead, they sought to redirect the waters of the Yarmouk River.",contradiction,"In January 1964, Nasser called for an Arab League summit in Cairo to establish a unified Arab response against Israel's plans to divert the Jordan River's waters for economic purposes, which Syria and Jordan deemed an act of war. Nasser blamed Arab divisions for what he deemed ""the disastrous situation"". He discouraged Syria and Palestinian guerrillas from provoking the Israelis, conceding that he had no plans for war with Israel. During the summit, Nasser developed cordial relations with King Hussein, and ties were mended with the rulers of Saudi Arabia, Syria, and Morocco. In May, Nasser moved to formally share his leadership position over the Palestine issue by initiating the creation of the Palestine Liberation Organization (PLO). In practice, Nasser used the PLO to wield control over the Palestinian fedayeen. Its head was to be Ahmad Shukeiri, Nasser's personal nominee.",What river did the Israelis want to divert?,"The Israelis wanted to divert the **Jordan River**. This was part of Nasser's efforts to unify Arab states against Israel's plans, as outlined in the context."
The brown tree snake was intentionally introduced into Guam for pest control purposes.,contradiction,"Believed to be a stowaway on a U.S. military transport near the end of World War II, the brown tree snake (Boiga irregularis) was accidentally introduced to Guam, that previously had no native species of snake. It nearly eliminated the native bird population. The problem was exacerbated because the reptile has no natural predators on the island. The brown tree snake, known locally as the kulebla, is native to northern and eastern coasts of Australia, Papua New Guinea, and the Solomon Islands. While slightly venomous, the snake is relatively harmless to human beings. Although some studies have suggested a high density of these serpents on Guam, residents rarely see the nocturnal creatures. The United States Department of Agriculture has trained detector dogs to keep the snakes out of the island's cargo flow. The United States Geological Survey also has dogs capable of detecting snakes in forested environments around the region's islands.",What was accidentally introduced into Guam?,The brown tree snake (Boiga irregularis) was accidentally introduced to Guam.
Dionysus was the god of wine.,factual,"In literary contexts, Apollo represents harmony, order, and reason—characteristics contrasted with those of Dionysus, god of wine, who represents ecstasy and disorder. The contrast between the roles of these gods is reflected in the adjectives Apollonian and Dionysian. However, the Greeks thought of the two qualities as complementary: the two gods are brothers, and when Apollo at winter left for Hyperborea, he would leave the Delphic oracle to Dionysus. This contrast appears to be shown on the two sides of the Borghese Vase.",Who was the god of wine?,The god of wine was Dionysus.
The highest authority within a community was responsible for sponsoring its religious rites.,factual,"Rome had no separate priestly caste or class. The highest authority within a community usually sponsored its cults and sacrifices, officiated as its priest and promoted its assistants and acolytes. Specialists from the religious colleges and professionals such as haruspices and oracles were available for consultation. In household cult, the paterfamilias functioned as priest, and members of his familia as acolytes and assistants. Public cults required greater knowledge and expertise. The earliest public priesthoods were probably the flamines (the singular is flamen), attributed to king Numa: the major flamines, dedicated to Jupiter, Mars and Quirinus, were traditionally drawn from patrician families. Twelve lesser flamines were each dedicated to a single deity, whose archaic nature is indicated by the relative obscurity of some. Flamines were constrained by the requirements of ritual purity; Jupiter's flamen in particular had virtually no simultaneous capacity for a political or military career.",What authority in a community sponsored religious rites? ,"The highest authority in a community sponsored religious rites is the paterfamilias in household cults and the public priesthoods (such as the flamines) in public contexts. These roles involve officiating rituals, promoting assistants, and ensuring the community's religious practices are upheld."
President Yeltsin suspended the Communist Party of the Russian Soviet Federative Socialist Republic.,factual,"The Russian SFSR was controlled by the Communist Party of the Soviet Union, until the abortive 1991 August coup, which prompted President Yeltsin to suspend the recently created Communist Party of the Russian Soviet Federative Socialist Republic.",Who suspended the Communist Party of the Russian Soviet Federative Socialist Republic?,President Yeltsin suspended the Communist Party of the Russian Soviet Federative Socialist Republic (CPSFSR) following the 1991 August coup.
"In 1986, Austria honored Popper with the Grand Decoration of Honour in Gold for his services to the Republic of Austria.",factual,"Popper won many awards and honours in his field, including the Lippincott Award of the American Political Science Association, the Sonning Prize, the Otto Hahn Peace Medal of the United Nations Association of Germany in Berlin and fellowships in the Royal Society, British Academy, London School of Economics, King's College London, Darwin College, Cambridge, and Charles University, Prague. Austria awarded him the Grand Decoration of Honour in Gold for Services to the Republic of Austria in 1986, and the Federal Republic of Germany its Grand Cross with Star and Sash of the Order of Merit, and the peace class of the Order Pour le Mérite. He received the Humanist Laureate Award from the International Academy of Humanism. He was knighted by Queen Elizabeth II in 1965, and was elected a Fellow of the Royal Society in 1976. He was invested with the Insignia of a Companion of Honour in 1982.",What recognition did Austria bestow on Popper in 1986?,"In 1986, Austria awarded Popper the **Grand Decoration of Honour in Gold**."
Arnold Schwarzenegger was 23 years old when he won the Mr. Olympia competition in 1970.,factual,"Schwarzenegger's goal was to become the greatest bodybuilder in the world, which meant becoming Mr. Olympia. His first attempt was in 1969, when he lost to three-time champion Sergio Oliva. However, Schwarzenegger came back in 1970 and won the competition, making him the youngest ever Mr. Olympia at the age of 23, a record he still holds to this day.",How old was Schwarzenegger when he won Mr. Olympia in 1970?,23
"In 1780, it was the Overmountain Men who departed from Fort Watauga, traversed the Appalachian Mountains, and launched an attack on the British Army in South Carolina.",factual,,"Who left Fort Watuaga, crossed the Appalachians, and attacked the British army in South Carolina in 1780?","The individual who left Fort Watuaga, crossed the Appalachians, and attacked the British army in South Carolina in 1780 was the French."
Catholic objections to Freemasonry are primarily based on allegations of rationalism and naturalism.,factual,"In contrast to Catholic allegations of rationalism and naturalism, Protestant objections are more likely to be based on allegations of mysticism, occultism, and even Satanism. Masonic scholar Albert Pike is often quoted (in some cases misquoted) by Protestant anti-Masons as an authority for the position of Masonry on these issues. However, Pike, although undoubtedly learned, was not a spokesman for Freemasonry and was also controversial among Freemasons in general. His writings represented his personal opinion only, and furthermore an opinion grounded in the attitudes and understandings of late 19th century Southern Freemasonry of the USA. Notably, his book carries in the preface a form of disclaimer from his own Grand Lodge. No one voice has ever spoken for the whole of Freemasonry.",What are Catholic objections to Freemasonry?,"Catholic objections to Freemasonry are not based on allegations of rationalism or naturalism but instead focus on accusations of mysticism, occultism, and even Satanism. Protestant objections, as highlighted in the context, are more aligned with these themes. While Masonic scholar Albert Pike is quoted by Protestants as an authority, his writings reflect the personal and regional views of 19th-century Southern Freemasonry in the U.S., and he included a disclaimer in his book. No single voice has ever spoken for the whole of Freemasonry."
