answer,type,context,question,qwen
"Mark Antony's love, Cleopatra VII, died by committing suicide.",factual,"The last ruler from the Ptolemaic line was Cleopatra VII, who committed suicide following the burial of her lover Mark Antony who had died in her arms (from a self-inflicted stab wound), after Octavian had captured Alexandria and her mercenary forces had fled. The Ptolemies faced rebellions of native Egyptians often caused by an unwanted regime and were involved in foreign and civil wars that led to the decline of the kingdom and its annexation by Rome. Nevertheless, Hellenistic culture continued to thrive in Egypt well after the Muslim conquest.",How did Mark Anthony's love die?,"Mark Anthony's love, Cleopatra VII, died after Cleopatra committed suicide following her capture of Alexandria by Octavian (Julius Caesar) and the death of her lover Mark Antony. Antony was killed by a self-inflicted stab wound, and Cleopatra's suicide was a tragic end to her reign."
1948,contradiction,"On 7 April 1963, the country changed its official name to the Socialist Federal Republic of Yugoslavia. Reforms encouraged private enterprise and greatly relaxed restrictions on freedom of speech and religious expression. Tito subsequently went on a tour of the Americas. In Chile, two government ministers resigned over his visit to that country. In the autumn of 1960 Tito met President Dwight D. Eisenhower at the United Nations General Assembly meeting. Tito and Eisenhower discussed a range of issues from arms control to economic development. When Eisenhower remarked that Yugoslavia's neutralism was ""neutral on his side"", Tito replied that neutralism did not imply passivity but meant ""not taking sides"".",When did Tito meet Eisenhower at the U.N.?,The answer is: In the autumn of 1960.
"The term ""pneumata psychikon"" was coined by the Roman physician Galen.",factual,"The Roman physician Galen also argued for the importance of the brain, and theorized in some depth about how it might work. Galen traced out the anatomical relationships among brain, nerves, and muscles, demonstrating that all muscles in the body are connected to the brain through a branching network of nerves. He postulated that nerves activate muscles mechanically by carrying a mysterious substance he called pneumata psychikon, usually translated as ""animal spirits"". Galen's ideas were widely known during the Middle Ages, but not much further progress came until the Renaissance, when detailed anatomical study resumed, combined with the theoretical speculations of René Descartes and those who followed him. Descartes, like Galen, thought of the nervous system in hydraulic terms. He believed that the highest cognitive functions are carried out by a non-physical res cogitans, but that the majority of behaviors of humans, and all behaviors of animals, could be explained mechanistically.",Who coined the term pneumata psychikon?,"The term ""pneumata psychikon"" was coined by the Roman physician **Galen**."
"In vertebrates, the precursor of the nervous system is known as the neural plate.",factual,"For vertebrates, the early stages of neural development are similar across all species. As the embryo transforms from a round blob of cells into a wormlike structure, a narrow strip of ectoderm running along the midline of the back is induced to become the neural plate, the precursor of the nervous system. The neural plate folds inward to form the neural groove, and then the lips that line the groove merge to enclose the neural tube, a hollow cord of cells with a fluid-filled ventricle at the center. At the front end, the ventricles and cord swell to form three vesicles that are the precursors of the forebrain, midbrain, and hindbrain. At the next stage, the forebrain splits into two vesicles called the telencephalon (which will contain the cerebral cortex, basal ganglia, and related structures) and the diencephalon (which will contain the thalamus and hypothalamus). At about the same time, the hindbrain splits into the metencephalon (which will contain the cerebellum and pons) and the myelencephalon (which will contain the medulla oblongata). Each of these areas contains proliferative zones where neurons and glial cells are generated; the resulting cells then migrate, sometimes for long distances, to their final positions.",The precursor of the nervous system is called what in vertebrates?,The precursor of the nervous system in vertebrates is the **neural plate**.
Another name for Aves is Neornithes.,factual,"All modern birds lie within the crown group Aves (alternately Neornithes), which has two subdivisions: the Palaeognathae, which includes the flightless ratites (such as the ostriches) and the weak-flying tinamous, and the extremely diverse Neognathae, containing all other birds. These two subdivisions are often given the rank of superorder, although Livezey and Zusi assigned them ""cohort"" rank. Depending on the taxonomic viewpoint, the number of known living bird species varies anywhere from 9,800 to 10,050.",What is another name for Aves?,Another name for Aves is **Neornithes**.
Spanish mendicants in the sixteenth century taught indigenous scribes to write their languages using Latin letters.,factual,,Who taught indigenous scribes to write their languages?,"The indigenous scribes of the Maya civilization were taught to write their languages, and this writing system, known as the Ixchel script, was developed by the Maya themselves."
The two most prominent multinational companies in Egypt are Orascom Group and Raya Contact Center.,factual,"Egypt's most prominent multinational companies are the Orascom Group and Raya Contact Center. The information technology (IT) sector has expanded rapidly in the past few years, with many start-ups selling outsourcing services to North America and Europe, operating with companies such as Microsoft, Oracle and other major corporations, as well as many small and medium size enterprises. Some of these companies are the Xceed Contact Center, Raya, E Group Connections and C3. The IT sector has been stimulated by new Egyptian entrepreneurs with government encouragement.[citation needed]",What are Egypt's 2 most prominent multinational compnaies?,The two most prominent multinational companies in Egypt are the **Orascom Group** and the **Raya Contact Center**.
The Megalithic culture is the oldest culture that has left significant architectural traces in Galicia.,factual,"The oldest attestation of human presence in Galicia has been found in the Eirós Cave, in the municipality of Triacastela, which has preserved animal remains and Neanderthal stone objects from the Middle Paleolithic. The earliest culture to have left significant architectural traces is the Megalithic culture which expanded along the western European coasts during the Neolithic and Calcolithic eras. Thousands of Megalithic tumuli are distributed throughout the country, but mostly along the coastal areas. Within each tumulus is a stone burial chamber known locally as anta (dolmen), frequently preceded by a corridor. Galicia was later fully affected by the Bell Beaker culture. While its rich mineral deposits - tin and gold - led to the development of Bronze Age metallurgy, and to the commerce of bronze and gold items all along the Atlantic façade of Western Europe, where a common elite's culture evolved during the Atlantic Bronze Age.",What is the oldest culture whose structures have been found?,"The oldest culture whose structures have been found is the Megalithic culture. This culture expanded along the western European coasts during the Neolithic and Calcolithic eras, with thousands of Megalithic tumuli and stone burial chambers (antas) distributed along coastal areas."
The National Union was renamed the Arab Socialist Union (ASU) due to the measures implemented in 1962.,irrelevant,"One of the first incidents of the book being challenged was in Hanover, Virginia, in 1966: a parent protested that the use of rape as a plot device was immoral. Johnson cites examples of letters to local newspapers, which ranged from amusement to fury; those letters expressing the most outrage, however, complained about Mayella Ewell's attraction to Tom Robinson over the depictions of rape. Upon learning the school administrators were holding hearings to decide the book's appropriateness for the classroom, Harper Lee sent $10 to The Richmond News Leader suggesting it to be used toward the enrollment of ""the Hanover County School Board in any first grade of its choice"". The National Education Association in 1968 placed the novel second on a list of books receiving the most complaints from private organizations—after Little Black Sambo.","According to the National Education Association, what was the only book to receive more complaints in 1968?","The only book that received more complaints in 1968 was *Little Black Sambo*, according to the context provided."
Margaret Thatcher resigned from office in November 1990.,factual,"The Sun remained loyal to Thatcher right up to her resignation in November 1990, despite the party's fall in popularity over the previous year following the introduction of the Poll tax (officially known as the Community Charge). This change to the way local government is funded was vociferously supported by the newspaper, despite widespread opposition, (some from Conservative MPs), which is seen as having contributed to Thatcher's own downfall. The tax was quickly repealed by her successor John Major, whom The Sun initially supported enthusiastically, believing he was a radical Thatcherite – despite the economy having entered recession at this time.",When did Margaret Thatcher leave office?,Margaret Thatcher left office in November 1990.
DIANE in Project DIANE stands for Diversified Information and Assistance Network.,irrelevant,,What is often referred to as a religion by many sources?,"Religions are often referred to as ""religions"" by many sources."
Creole dishes tend to be spicier in flavor.,factual,"French cuisine, West Indian cuisine, Creole cuisine, Italian cuisine and Asian cuisine are common in St. Barthélemy. The island has over 70 restaurants serving many dishes and others are a significant number of gourmet restaurants; many of the finest restaurants are located in the hotels. There are also a number of snack restaurants which the French call ""les snacks"" or ""les petits creux"" which include sandwiches, pizzas and salads. West Indian cuisine, steamed vegetables with fresh fish is common; Creole dishes tend to be spicier. The island hosts gastronomic events throughout the year, with dishes such as spring roll of shrimp and bacon, fresh grilled lobster, Chinese noodle salad with coconut milk, and grilled beef fillet etc.",Creole food is often what?,Creole food is often a common cuisine.
The impedance must match between the transmission line and elements.,factual,"Recall that a current will reflect when there are changes in the electrical properties of the material. In order to efficiently send the signal into the transmission line, it is important that the transmission line has the same impedance as the elements, otherwise some of the signal will be reflected back into the antenna. This leads to the concept of impedance matching, the design of the overall system of antenna and transmission line so the impedance is as close as possible, thereby reducing these losses. Impedance matching between antennas and transmission lines is commonly handled through the use of a balun, although other solutions are also used in certain roles. An important measure of this basic concept is the standing wave ratio, which measures the magnitude of the reflected signal.", What must match between the transmission line and elements?,"Impedance matching must occur between the transmission line and the elements to ensure efficient signal transmission without reflections, thereby reducing losses."
The two coastal regions that have become major tourist destinations in Galicia are Rías Baixas and Santiago de Compostela.,irrelevant,"One of the common definitions for ""Islamic philosophy"" is ""the style of philosophy produced within the framework of Islamic culture."" Islamic philosophy, in this definition is neither necessarily concerned with religious issues, nor is exclusively produced by Muslims. The Persian scholar Ibn Sina (Avicenna) (980–1037) had more than 450 books attributed to him. His writings were concerned with various subjects, most notably philosophy and medicine. His medical textbook The Canon of Medicine was used as the standard text in European universities for centuries. He also wrote The Book of Healing, an influential scientific and philosophical encyclopedia.",What subjects did Ibn Sina mainly write about?,"Ibn Sina mainly wrote about **philosophy and medicine**, with his most notable works being the *Canon of Medicine* and *The Book of Healing*. These texts are considered foundational in their respective fields within Islamic thought and practice."
Environmental damage in Thuringia has been reduced since 1990.,factual,"Environmental damage in Thuringia has been reduced to a large extent after 1990. The condition of forests, rivers and air was improved by modernizing factories, houses (decline of coal heating) and cars, and contaminated areas such as the former Uranium surface mines around Ronneburg have been remediated. Today's environmental problems are the salination of the Werra river, caused by discharges of K+S salt mines around Unterbreizbach and overfertilisation in agriculture, damaging the soil and small rivers.",Since when has environmental damage in Thuringia been reduced?,"Since 1990, environmental damage in Thuringia has been reduced significantly."
"In Southampton, there are 17,800 individuals residing within the city who fall into the 30-34 years age range.",factual,"There are 119,500 males within the city and 117,400 females. The 20–24 age range is the most populous, with an estimated 32,300 people falling in this age range. Next largest is the 25–29 range with 24,700 people and then 30–34 years with 17,800. By population, Southampton is the largest monocentric city in the South East England region and the second largest on the South Coast after Plymouth.",How many people between the ages of 30 and 34 live in Southampton?,"The number of people between the ages of 30 and 34 in Southampton is **17,800**."
Bush's running mate was Dick Cheney.,factual,"In his 2004 presidential campaign, Kerry criticized George W. Bush for the Iraq War. He and his running mate, North Carolina Senator John Edwards, lost the election, finishing 35 electoral votes behind Bush and Vice President Dick Cheney. Kerry returned to the Senate, becoming Chairman of the Senate Committee on Small Business and Entrepreneurship in 2007 and then of the Foreign Relations Committee in 2009. In January 2013, Kerry was nominated by President Barack Obama to succeed outgoing Secretary of State Hillary Clinton and then confirmed by the U.S. Senate, assuming the office on February 1, 2013.",Who was Bush's running mate?,North Carolina Senator John Edwards.
The walls that encompassed the city of Luoyang were made of rammed earth.,factual,"Though Han wooden structures decayed, some Han-dynasty ruins made of brick, stone, and rammed earth remain intact. This includes stone pillar-gates, brick tomb chambers, rammed-earth city walls, rammed-earth and brick beacon towers, rammed-earth sections of the Great Wall, rammed-earth platforms where elevated halls once stood, and two rammed-earth castles in Gansu. The ruins of rammed-earth walls that once surrounded the capitals Chang'an and Luoyang still stand, along with their drainage systems of brick arches, ditches, and ceramic water pipes. Monumental stone pillar-gates, twenty-nine of which survive from the Han period, formed entrances of walled enclosures at shrine and tomb sites. These pillars feature artistic imitations of wooden and ceramic building components such as roof tiles, eaves, and balustrades.",What were the walls that encompassed the city of Luoyang comprised of?,"The walls that encompassed the city of Luoyang comprised brick, stone, rammed-earth, and rammed-earth sections of the Great Wall, along with rammed-earth platforms and castles."
Kazakhstan has one of the worst human rights records globally.,factual,"In September 2013, West was widely rebuked by human rights groups for performing in Kazakhstan at the wedding of authoritarian President Nursultan Nazarbayev's grandson. He traveled to Kazakhstan, which has one of the poorest human rights records in the world, as a personal guest of Nazarbayev. Other notable Western performers, including Sting, have previously cancelled performances in the country over human rights concerns. West was reportedly paid US$3 million for his performance. West had previously participated in cultural boycotts, joining Shakira and Rage Against The Machine in refusing to perform in Arizona after the 2010 implementation of stop and search laws directed against potential illegal aliens.",How is Kazakhstan's human rights record compared to the rest of the world?,"Based on the context provided, Kazakhstan's human rights record is significantly worse than that of the rest of the world. The country is noted for having one of the poorest human rights records globally, which is reflected in its actions, including the recent performance by West at a wedding of Nazarbayev's grandson and the cancellation of performances by Western artists due to concerns over human rights. The context emphasizes that Kazakhstan's situation is worse than that of most other nations."
"In New York City, 25.5% of the population is African American.",factual,"The city's population in 2010 was 44% white (33.3% non-Hispanic white), 25.5% black (23% non-Hispanic black), 0.7% Native American, and 12.7% Asian. Hispanics of any race represented 28.6% of the population, while Asians constituted the fastest-growing segment of the city's population between 2000 and 2010; the non-Hispanic white population declined 3 percent, the smallest recorded decline in decades; and for the first time since the Civil War, the number of blacks declined over a decade.",What percentage of Africans make up NYC?,"The context provided does not mention the percentage of Africans in NYC's population. The only percentages given are for white, black, Native American, and Asian populations. Since Africans are not listed, the question cannot be answered based on the provided information. 

**Answer:** The percentage of Africans in NYC is not provided in the context."
The reduced Planck constant is also known as the quantum of angular momentum.,factual,"Bohr also introduced the quantity , now known as the reduced Planck constant, as the quantum of angular momentum. At first, Bohr thought that this was the angular momentum of each electron in an atom: this proved incorrect and, despite developments by Sommerfeld and others, an accurate description of the electron angular momentum proved beyond the Bohr model. The correct quantization rules for electrons – in which the energy reduces to the Bohr model equation in the case of the hydrogen atom – were given by Heisenberg's matrix mechanics in 1925 and the Schrödinger wave equation in 1926: the reduced Planck constant remains the fundamental quantum of angular momentum. In modern terms, if J is the total angular momentum of a system with rotational invariance, and Jz the angular momentum measured along any given direction, these quantities can only take on the values",What is the reduced Planck constant also known as?,The reduced Planck constant is also known as the **quantum of angular momentum**.
The empire was described as having a Persianate culture.,factual,"The Ottomans absorbed some of the traditions, art and institutions of cultures in the regions they conquered, and added new dimensions to them. Numerous traditions and cultural traits of previous empires (in fields such as architecture, cuisine, music, leisure and government) were adopted by the Ottoman Turks, who elaborated them into new forms, which resulted in a new and distinctively Ottoman cultural identity. Despite newer added amalgamations, the Ottoman dynasty, like their predecessors in the Sultanate of Rum and the Seljuk Empire, were thoroughly Persianised in their culture, language, habits and customs, and therefore, the empire has been described as a Persianate empire. Intercultural marriages also played their part in creating the characteristic Ottoman elite culture. When compared to the Turkish folk culture, the influence of these new cultures in creating the culture of the Ottoman elite was clear.",What is one way that the Empire was described as it related to culture?,The Empire was described as a **Persianate empire**.
"In Catalan, morphological alternations play a secondary role compared to suffixation.",factual,"Like all the Romance languages, Catalan verbal inflection is more complex than the nominal. Suffixation is omnipresent, whereas morphological alternations play a secondary role. Vowel alternances are active, as well as infixation and suppletion. However, these are not as productive as in Spanish, and are mostly restricted to irregular verbs.",What plays a secondary part in Catalan?,Morphological alternations play a secondary role in Catalan.
Jealous and Radford claimed that Shell's legal action was infringing upon Americans' rights.,factual,"In response, Shell filed lawsuits to seek injunctions from possible protests, and Benjamin Jealous of the NAACP and Radford argued that the legal action was ""trampling American's rights."" According to Greenpeace, Shell lodged a request with Google to ban video footage of a Greenpeace protest action that occurred at the Shell-sponsored Formula One (F1) Belgian Grand Prix on 25 August 2013, in which ""SaveTheArctic.org"" banners appear at the winners' podium ceremony. In the video, the banners rise up automatically—activists controlled their appearance with the use of four radio car antennas—revealing the website URL, alongside an image that consists of half of a polar bear's head and half of the Shell logo.",Jealous and Radford asserted that the legal action taken by Shell was what?,The legal action taken by Shell was to file lawsuits to seek injunctions from possible protests.
India,contradiction,"The Kushan Empire expanded out of what is now Afghanistan into the northwest of the subcontinent under the leadership of their first emperor, Kujula Kadphises, about the middle of the 1st century CE. They came of an Indo-European language speaking Central Asian tribe called the Yuezhi, a branch of which was known as the Kushans. By the time of his grandson, Kanishka, they had conquered most of northern India, at least as far as Saketa and Pataliputra, in the middle Ganges Valley, and probably as far as the Bay of Bengal.",From what area did the Kushan Empire come?,"The Kushan Empire came from Central Asia, specifically from what is now Afghanistan."
The airfield that was captured by the NCAC in August 1944 was Myitkyina.,factual,,"What airfield was taken by the NCAC in August, 1944?","The airfield taken by the North Carolina Air Command (NCAC) in August 1944 was the **Battle of the Atlantic**. This operation was part of the broader Allied efforts during World War II, with the NCAC playing a significant role in the fight against Nazi Germany."
"In 2007, it was Microsoft chairman Bill Gates who announced that IPTV services would soon be available on the Xbox 360.",factual,"At the 2007, 2008, and 2009 Consumer Electronics Shows, Microsoft had announced that IPTV services would soon be made available to use through the Xbox 360. In 2007, Microsoft chairman Bill Gates stated that IPTV on Xbox 360 was expected to be available to consumers by the holiday season, using the Microsoft TV IPTV Edition platform. In 2008, Gates and president of Entertainment & Devices Robbie Bach announced a partnership with BT in the United Kingdom, in which the BT Vision advanced TV service, using the newer Microsoft Mediaroom IPTV platform, would be accessible via Xbox 360, planned for the middle of the year. BT Vision's DVR-based features would not be available on Xbox 360 due to limited hard drive capacity. In 2010, while announcing version 2.0 of Microsoft Mediaroom, Microsoft CEO Steve Ballmer mentioned that AT&T's U-verse IPTV service would enable Xbox 360s to be used as set-top boxes later in the year. As of January 2010, IPTV on Xbox 360 has yet to be deployed beyond limited trials.","Which Microsoft executive announced IPTV as ""soon"" in 2007?","The Microsoft executive who announced IPTV as ""soon"" in 2007 was **Bill Gates**."
Einstein's theory was motivated by James Clerk Maxwell.,factual,"Albert Einstein proposed that the laws of physics should be based on the principle of relativity. This principle holds that the rules of physics must be the same for all observers, regardless of the frame of reference that is used, and that light propagates at the same speed in all reference frames. This theory was motivated by Maxwell's equations, which show that electromagnetic waves propagate in a vacuum at the speed of light. However, Maxwell's equations give no indication of what this speed is relative to. Prior to Einstein, it was thought that this speed was relative to a fixed medium, called the luminiferous ether. In contrast, the theory of special relativity postulates that light propagates at the speed of light in all inertial frames, and examines the implications of this postulate.",Einstein's theory was motivated by who?,Einstein's theory of relativity was motivated by **Maxwell's equations**.
The United Nations called for Tuvalu to improve its water and sanitation systems.,irrelevant,,"What was once named the ""ugliest street in America"" by Life magazine?","The street in question, once called the ""ugliest street in America"" by Life magazine, is **Barnes Street**. It is known for its history of garbage and broken infrastructure, which contributed to its reputation as a ""ugliest street."""
"To become a supervisor in the USAF, a Senior Airman must complete the Airman Leadership School.",factual,"The USAF is the only branch of the U.S. military where NCO status is achieved when an enlisted person reaches the pay grade of E-5. In all other branches, NCO status is generally achieved at the pay grade of E-4 (e.g., a Corporal in the Army and Marine Corps, Petty Officer Third Class in the Navy and Coast Guard). The Air Force mirrored the Army from 1976 to 1991 with an E-4 being either a Senior Airman wearing three stripes without a star or a Sergeant (referred to as ""Buck Sergeant""), which was noted by the presence of the central star and considered an NCO. Despite not being an NCO, a Senior Airman who has completed Airman Leadership School can be a supervisor according to the AFI 36-2618.",What must a Senior Airman do to become a supervisor in the USAF?,"To become a supervisor in the USAF, a Senior Airman must complete the Airman Leadership School, as per AFI 36-2618. This requirement allows them to transition to supervisor status, even though NCO status was typically achieved at E-5 in the USAF."
The earliest known use of the term 'Armenians' dates back to around 476 BC.,factual,"Historically, the name Armenian has come to internationally designate this group of people. It was first used by neighbouring countries of ancient Armenia. The earliest attestations of the exonym Armenia date around the 6th century BC. In his trilingual Behistun Inscription dated to 517 BC, Darius I the Great of Persia refers to Urashtu (in Babylonian) as Armina (in Old Persian; Armina (    ) and Harminuya (in Elamite). In Greek, Αρμένιοι ""Armenians"" is attested from about the same time, perhaps the earliest reference being a fragment attributed to Hecataeus of Miletus (476 BC). Xenophon, a Greek general serving in some of the Persian expeditions, describes many aspects of Armenian village life and hospitality in around 401 BC. He relates that the people spoke a language that to his ear sounded like the language of the Persians.",What is the earliest known use of 'Armenians'?,"The earliest known use of the name ""Armenians"" is from around the 6th century BC. This is evidenced by the Behistun Inscription dated to 517 BC, where Darius I of Persia referred to Urashtu as ""Armina"" (in Old Persian and Elamite)."
Mali is situated in the torrid zone.,factual,"Mali lies in the torrid zone and is among the hottest countries in the world. The thermal equator, which matches the hottest spots year-round on the planet based on the mean daily annual temperature, crosses the country. Most of Mali receives negligible rainfall and droughts are very frequent. Late June to early December is the rainy season in the southernmost area. During this time, flooding of the Niger River is common, creating the Inner Niger Delta. The vast northern desert part of Mali has a hot desert climate (Köppen climate classification (BWh) with long, extremely hot summers and scarce rainfall which decreases northwards. The central area has a hot semi-arid climate (Köppen climate classification (BSh) with very high temperatures year-round, a long, intense dry season and a brief, irregular rainy season. The little southern band possesses a tropical wet and dry climate (Köppen climate classification (Aw) very high temperatures year-round with a dry season and a rainy season.",Mali is located in what Zone?,Mali is located in the **tropical zone**.
A 5% decrease in the operating voltage is needed to more than double the lifespan of an incandescent light bulb.,factual,"This means that a 5% reduction in operating voltage will more than double the life of the bulb, at the expense of reducing its light output by about 16%. This may be a very acceptable trade off for a light bulb that is in a difficult-to-access location (for example, traffic lights or fixtures hung from high ceilings). Long-life bulbs take advantage of this trade-off. Since the value of the electric power they consume is much more than the value of the lamp, general service lamps emphasize efficiency over long operating life. The objective is to minimize the cost of light, not the cost of lamps. Early bulbs had a life of up to 2500 hours, but in 1924 a cartel agreed to limit life to 1000 hours. When this was exposed in 1953, General Electric and other leading American manufacturers were banned from limiting the life.",What level of voltage reduction is required to double the life of an incandescent bulb?,"The voltage reduction required to double the life of an incandescent bulb is a 5% reduction in operating voltage. This trade-off results in a 16% decrease in light output, making it an acceptable compromise for bulbs in difficult-to-access locations."
Tucson Mountains,contradiction,"The expansive area northwest of the city limits is diverse, ranging from the rural communities of Catalina and parts of the town of Marana, the small suburb of Picture Rocks, the affluent town of Oro Valley in the western foothills of the Santa Catalina Mountains, and residential areas in the northeastern foothills of the Tucson Mountains. Continental Ranch (Marana), Dove Mountain (Marana), and Rancho Vistoso (Oro Valley) are all masterplanned communities located in the Northwest, where thousands of residents live.",What mountains is Oro Valley next to?,The mountains next to Oro Valley are the Santa Catalina Mountains.
"From 1966 to 1996, Loughborough University was known as Loughborough University of Technology.",factual,"In 1956, some colleges of technology received the designation College of Advanced Technology. They became universities in the 1960s meaning they could award their own degrees. The designation ""Institute of Technology"" was occasionally used by polytechnics (Bolton), Central Institutions (Dundee, Robert Gordon's), and postgraduate universities, (Cranfield and Wessex), most of which later adopted the designation University, and there were two ""Institutes of Science and Technology"": UMIST and UWIST, part of the University of Wales. Loughborough University was called Loughborough University of Technology from 1966 to 1996, the only institution in the UK to have had such a designation.",What was the name Loughborough University was known by from 1966 to 1996?,"The name Loughborough University was known as ""Loughborough University of Technology"" from 1966 to 1996."
The language that had the most significant impact on English was Old Norse.,factual,"The influence of Old Norse certainly helped move English from a synthetic language along the continuum to a more analytic word order, and Old Norse most likely made a greater impact on the English language than any other language. The eagerness of Vikings in the Danelaw to communicate with their southern Anglo-Saxon neighbors produced a friction that led to the erosion of the complicated inflectional word-endings. Simeon Potter notes: “No less far-reaching was the influence of Scandinavian upon the inflexional endings of English in hastening that wearing away and leveling of grammatical forms which gradually spread from north to south. It was, after all, a salutary influence. The gain was greater than the loss. There was a gain in directness, in clarity, and in strength.”",What language had the greatest influence on English?,"The language that had the greatest influence on English is Old Norse. The context emphasizes that Old Norse played a significant role in moving English from a synthetic language to an analytic one, with its impact being greater than any other language."
The name of the tower that was the first purpose-built artillery fortification in England is God's House Tower.,factual,,What's the name of the wall tower that was the first of its kind in England built for artillery purposes?,The name of the wall tower that was the first of its kind in England built for artillery purposes is the **Tower of London**.
"After the first season, it was Brian Dunkleman who decided to quit the show.",factual,"The first season was co-hosted by Ryan Seacrest and Brian Dunkleman. Dunkleman quit thereafter, making Seacrest the sole emcee of the show starting with season two.",Which host quit after the first season?,The host who quit after the first season was Brian Dunkleman.
Type-B receptacles on target devices are designed to draw power from the connected host device.,factual,,What do Type-b receptacles do on target devices?,"Type-b receptacles serve as the interface between devices and power sources. When connected to a target device, they provide the necessary sockets or terminals to allow the device to operate by connecting to the power supply. This enables the device to function properly by facilitating electrical connection."
The Duke of Bedford and the Earl of Lauderdale were the ones who attacked Burke for receiving recognition from King George III.,factual,,Who attacked Burke for receiving recognition from King George III?,"The British government, under the guise of protecting the monarchy, attacked John Stuart Mill for receiving recognition from King George III. This led to significant political and social tensions."
One,contradiction,,How many crew members out of every five on the RMS Titanic were Sotonians?,"The answer is that there were **no Sotonians** on the RMS Titanic. Soton is a town in England, and the ship was based there, which suggests the crew would be mostly British. However, specific information about Sotonians on the Titanic is not provided, and thus, the exact number cannot be determined. 

**Answer:** There were no Sotonians on the RMS Titanic."
"According to the text, the Korean language may require double stops to signify the length of aspiration.",factual,"There are no dedicated IPA symbols for degrees of aspiration and typically only two degrees are marked: unaspirated ⟨k⟩ and aspirated ⟨kʰ⟩. An old symbol for light aspiration was ⟨ʻ⟩, but this is now obsolete. The aspiration modifier letter may be doubled to indicate especially strong or long aspiration. Hence, the two degrees of aspiration in Korean stops are sometimes transcribed ⟨kʰ kʰʰ⟩ or ⟨kʻ⟩ and ⟨kʰ⟩, but they are usually transcribed [k] and [kʰ], with the details of voice-onset time given numerically.","What language, according to the text, may need double stops to indicate aspiration length?","The language is **Korean**. According to the context, Korean uses double stops (⟨kʰ kʰʰ⟩ or ⟨kʻ⟩ and ⟨kʰ⟩) to indicate especially strong or long aspiration."
marble,contradiction,"Other regions host festivities of smaller extent, focused on the reenactment of traditional carnevalic customs, such as Tyrnavos (Thessaly), Kozani (West Macedonia), Rethymno (Crete) and in Xanthi (East Macedonia and Thrace). Tyrnavos holds an annual Phallus festival, a traditional ""phallkloric"" event in which giant, gaudily painted effigies of phalluses made of papier maché are paraded, and which women are asked to touch or kiss. Their reward for so doing is a shot of the famous local tsipouro alcohol spirit. Every year, from 1 to 8 January, mostly in regions of Western Macedonia, Carnival fiestas and festivals erupt. The best known is the Kastorian Carnival or ""Ragoutsaria"" (Gr. ""Ραγκουτσάρια"") [tags: Kastoria, Kastorian Carnival, Ragoutsaria, Ραγκουτσαρια, Καστοριά]. It takes place from 6 to 8 January with mass participation serenaded by brass bands, pipises, Macedonian and grand casa drums. It is an ancient celebration of nature's rebirth (fiestas for Dionysus (Dionysia) and Kronos (Saturnalia)), which ends the third day in a dance in the medieval square Ntoltso where the bands play at the same time.","What are the giant, gaudily painted effigies of phalluses made of?","The giant, gaudily painted effigies of phalluses are made of **papier maché**."
"As of 2014, YouTube had 800 million unique users visiting the site each month.",factual,"In 2014 YouTube said that 300 hours of new videos were uploaded to the site every minute, three times more than one year earlier and that around three quarters of the material comes from outside the U.S. The site has 800 million unique users a month. It is estimated that in 2007 YouTube consumed as much bandwidth as the entire Internet in 2000. According to third-party web analytics providers, Alexa and SimilarWeb, YouTube is the third most visited website in the world, as of June 2015; SimilarWeb also lists YouTube as the top TV and video website globally, attracting more than 15 billion visitors per month.",How many unique visitors a month were tracked as of 2014?,800 million unique visitors.
"In 1824, Plymouth Dock was renamed as Devonport.",factual,"Before the latter half of the 18th century, grain, timber and then coal were Plymouth's main imports. During this time the real source of wealth was from the neighbouring town of Plymouth Dock (renamed in 1824 to Devonport) and the major employer in the entire region was the dockyard. The Three Towns conurbation of Plymouth, Stonehouse and Devonport enjoyed some prosperity during the late 18th and early 19th century and were enriched by a series of neo-classical urban developments designed by London architect John Foulston. Foulston was important for both Devonport and Plymouth and was responsible for several grand public buildings, many now destroyed, including the Athenaeum, the Theatre Royal and Royal Hotel, and much of Union Street.",What was the new name given to Plymouth Dock in 1824?,The new name given to Plymouth Dock in 1824 was **Devonport**.
Dawn French is a comedian.,factual,"Notable athletes include swimmer Sharron Davies, diver Tom Daley, dancer Wayne Sleep, and footballer Trevor Francis. Other past residents include composer journalist and newspaper editor William Henry Wills, Ron Goodwin, and journalist Angela Rippon and comedian Dawn French. Canadian politician and legal scholar Chris Axworthy hails from Plymouth. America based actor Donald Moffat, whose roles include American Vice President Lyndon B. Johnson in the film The Right Stuff, and fictional President Bennett in Clear and Present Danger, was born in Plymouth.",What is Dawn French's job?,Dawn French is a comedian and journalist.
Arnold Schwarzenegger revealed that he struggled with anxiety for the first time in his life.,factual,"He tells that during this time he ran into a friend who told him that he was teaching Transcendental Meditation (TM), which prompted Schwarzenegger to reveal he had been struggling with anxiety for the first time in his life: ""Even today, I still benefit from [the year of TM] because I don't merge and bring things together and see everything as one big problem.""",What psychological problem did Schwarzenegger say he struggled with?,The psychological problem Schwarzenegger struggled with was anxiety.
Patrick Star,contradiction,,What character was Tom Kenny best known for portraying?,Tom Kenny was best known for playing the role of the antagonist in *The Office* episode.
