answer,type,context,question,qwen
The mudbrick table in the temple was used for offering animal and vegetable sacrifices.,factual,"Ziggurats (Sumerian temples) each had an individual name and consisted of a forecourt, with a central pond for purification. The temple itself had a central nave with aisles along either side. Flanking the aisles would be rooms for the priests. At one end would stand the podium and a mudbrick table for animal and vegetable sacrifices. Granaries and storehouses were usually located near the temples. After a time the Sumerians began to place the temples on top of multi-layered square constructions built as a series of rising terraces, giving rise to the Ziggurat style.",What was the mudbrick table in the temple for?,"""factual"""
The person who lived at 327 East 17th Street was a composer.,factual,"On 17th Street (40°44′08″N 73°59′12″W﻿ / ﻿40.735532°N 73.986575°W﻿ / 40.735532; -73.986575), traffic runs one way along the street, from east to west excepting the stretch between Broadway and Park Avenue South, where traffic runs in both directions. It forms the northern borders of both Union Square (between Broadway and Park Avenue South) and Stuyvesant Square. Composer Antonín Dvořák's New York home was located at 327 East 17th Street, near Perlman Place. The house was razed by Beth Israel Medical Center after it received approval of a 1991 application to demolish the house and replace it with an AIDS hospice. Time Magazine was started at 141 East 17th Street.",What was the job of the person who lived at 327 East 17th Street?,"""factual"""
a hurricane,contradiction,"On August 31, 1886, Charleston was nearly destroyed by an earthquake. The shock was estimated to have a moment magnitude of 7.0 and a maximum Mercalli intensity of X (Extreme). It was felt as far away as Boston to the north, Chicago and Milwaukee to the northwest, as far west as New Orleans, as far south as Cuba, and as far east as Bermuda. It damaged 2,000 buildings in Charleston and caused $6 million worth of damage ($133 million in 2006 dollars), at a time when all the city's buildings were valued around $24 million ($531 million in 2006 dollars).",What nearly destroyed Charleston in 1886?,contradiction
Gram-positive bacteria possess a thick cell wall composed of numerous layers of peptidoglycan and teichoic acids.,factual,"Gram-positive bacteria possess a thick cell wall containing many layers of peptidoglycan and teichoic acids. In contrast, gram-negative bacteria have a relatively thin cell wall consisting of a few layers of peptidoglycan surrounded by a second lipid membrane containing lipopolysaccharides and lipoproteins. Lipopolysaccharides, also called endotoxins, are composed of polysaccharides and lipid A that is responsible for much of the toxicity of gram-negative bacteria. Most bacteria have the gram-negative cell wall, and only the Firmicutes and Actinobacteria have the alternative gram-positive arrangement. These two groups were previously known as the low G+C and high G+C Gram-positive bacteria, respectively. These differences in structure can produce differences in antibiotic susceptibility; for instance, vancomycin can kill only gram-positive bacteria and is ineffective against gram-negative pathogens, such as Haemophilus influenzae or Pseudomonas aeruginosa. If the bacterial cell wall is entirely removed, it is called a protoplast, whereas if it is partially removed, it is called a spheroplast. β-Lactam antibiotics, such as penicillin, inhibit the formation of peptidoglycan cross-links in the bacterial cell wall. The enzyme lysozyme, found in human tears, also digests the cell wall of bacteria and is the body's main defense against eye infections.",What does gram-positive bacteria have?,"""factual"""
Slapstick and puns,contradiction,"Writing about Lee's style and use of humor in a tragic story, scholar Jacqueline Tavernier-Courbin states: ""Laughter ... [exposes] the gangrene under the beautiful surface but also by demeaning it; one can hardly ... be controlled by what one is able to laugh at."" Scout's precocious observations about her neighbors and behavior inspire National Endowment of the Arts director David Kipen to call her ""hysterically funny"". To address complex issues, however, Tavernier-Courbin notes that Lee uses parody, satire, and irony effectively by using a child's perspective. After Dill promises to marry her, then spends too much time with Jem, Scout reasons the best way to get him to pay attention to her is to beat him up, which she does several times. Scout's first day in school is a satirical treatment of education; her teacher says she must undo the damage Atticus has wrought in teaching her to read and write, and forbids Atticus from teaching her further. Lee treats the most unfunny situations with irony, however, as Jem and Scout try to understand how Maycomb embraces racism and still tries sincerely to remain a decent society. Satire and irony are used to such an extent that Tavernier-Courbin suggests one interpretation for the book's title: Lee is doing the mocking—of education, the justice system, and her own society by using them as subjects of her humorous disapproval.",What two forms of humor are most found in To Kill a Mockingbird?,irrelevant
"In Singapore, the variant of Hokkien contains a substantial number of loanwords from Malay.",factual,"The Amoy dialect (Xiamen) is a hybrid of the Quanzhou and Zhangzhou dialects. Taiwanese is also a hybrid of these two dialects. Taiwanese in northern Taiwan tends to be based on the Quanzhou variety, whereas the Taiwanese spoken in southern Taiwan tends to be based on Zhangzhou speech. There are minor variations in pronunciation and vocabulary between Quanzhou and Zhangzhou dialects. The grammar is generally the same. Additionally, extensive contact with the Japanese language has left a legacy of Japanese loanwords in Taiwanese Hokkien. On the other hand, the variants spoken in Singapore and Malaysia have a substantial number of loanwords from Malay and to a lesser extent, from English and other Chinese varieties, such as the closely related Teochew and some Cantonese.","In Singapore, the varient of Hokkien has a significant amount of loanwords from where?","""factual"""
The visiting king came from Borneo.,factual,"As the center of the empire, early-Ming Nanjing had worldwide connections. It was home of the admiral Zheng He, who went to sail the Pacific and Indian Oceans, and it was visited by foreign dignitaries, such as a king from Borneo (Boni 渤泥), who died during his visit to China in 1408. The Tomb of the King of Boni, with a spirit way and a tortoise stele, was discovered in Yuhuatai District (south of the walled city) in 1958, and has been restored.",What country did this visiting king come from?,"""factual"""
The junior collection of House of Deréon is called Deréon.,factual,"Beyoncé and her mother introduced House of Deréon, a contemporary women's fashion line, in 2005. The concept is inspired by three generations of women in their family, the name paying tribute to Beyoncé's grandmother, Agnèz Deréon, a respected seamstress. According to Tina, the overall style of the line best reflects her and Beyoncé's taste and style. Beyoncé and her mother founded their family's company Beyond Productions, which provides the licensing and brand management for House of Deréon, and its junior collection, Deréon. House of Deréon pieces were exhibited in Destiny's Child's shows and tours, during their Destiny Fulfilled era. The collection features sportswear, denim offerings with fur, outerwear and accessories that include handbags and footwear, and are available at department and specialty stores across the US and Canada.",What is the name of the House of Deréon junior collection?,"""factual"""
Mabel's father relocated to Washington D.C. in the year 1880.,factual,"The Bell family home was in Cambridge, Massachusetts, until 1880 when Bell's father-in-law bought a house in Washington, D.C., and later in 1882 bought a home in the same city for Bell's family, so that they could be with him while he attended to the numerous court cases involving patent disputes.",In what year did Mabel's father move to Washington D.C.?,contradiction
The stage of insect growth that bores holes into trees is the larval stage.,factual,"It is remarkable that the inner heartwood of old trees remains as sound as it usually does, since in many cases it is hundreds, and in a few instances thousands, of years old. Every broken limb or root, or deep wound from fire, insects, or falling timber, may afford an entrance for decay, which, once started, may penetrate to all parts of the trunk. The larvae of many insects bore into the trees and their tunnels remain indefinitely as sources of weakness. Whatever advantages, however, that sapwood may have in this connection are due solely to its relative age and position.",What growth stage of insects bore holes into trees?,"""factual"""
Interstage coupling capacitors are used to carry a varying signal from the conductive plate of one tube to the grid circuit of the next stage in vacuum tube circuits.,factual,"Leakage is equivalent to a resistor in parallel with the capacitor. Constant exposure to heat can cause dielectric breakdown and excessive leakage, a problem often seen in older vacuum tube circuits, particularly where oiled paper and foil capacitors were used. In many vacuum tube circuits, interstage coupling capacitors are used to conduct a varying signal from the plate of one tube to the grid circuit of the next stage. A leaky capacitor can cause the grid circuit voltage to be raised from its normal bias setting, causing excessive current or signal distortion in the downstream tube. In power amplifiers this can cause the plates to glow red, or current limiting resistors to overheat, even fail. Similar considerations apply to component fabricated solid-state (transistor) amplifiers, but owing to lower heat production and the use of modern polyester dielectric barriers this once-common problem has become relatively rare.",What sort of capacitors are used to carry a varying signal from the conductive plate of one tube to the grid circuit of the next stage?,"""factual"""
The Indian kings successfully contained the Arab expansion within the Sindh region of present-day Pakistan.,factual,"In 712, Arab Muslim general Muhammad bin Qasim conquered most of the Indus region in modern-day Pakistan for the Umayyad Empire, incorporating it as the ""As-Sindh"" province with its capital at Al-Mansurah, 72 km (45 mi) north of modern Hyderabad in Sindh, Pakistan. After several incursions, the Hindu kings east of Indus defeated the Arabs at the Battle of Rajasthan, halting their expansion and containing them at Sindh in Pakistan. The south Indian Chalukya empire under Vikramaditya II, Nagabhata I of the Pratihara dynasty and Bappa Rawal of the Guhilot dynasty repulsed the Arab invaders in the early 8th century.",In what area did the Indian Kings contain the Arabs?,"""factual"""
"During the Eocene epoch in Europe, it was the Tethys Sea that ultimately ceased to exist.",factual,"The northern supercontinent of Laurasia began to break up, as Europe, Greenland and North America drifted apart. In western North America, mountain building started in the Eocene, and huge lakes formed in the high flat basins among uplifts. In Europe, the Tethys Sea finally vanished, while the uplift of the Alps isolated its final remnant, the Mediterranean, and created another shallow sea with island archipelagos to the north. Though the North Atlantic was opening, a land connection appears to have remained between North America and Europe since the faunas of the two regions are very similar. India continued its journey away from Africa and began its collision with Asia, creating the Himalayan orogeny.","In the Eocene, in Europe, which sea ceased to be?","""factual"""
"Vavilov wrote about the history of economic plants, including their biogeography, centers of origin, and evolutionary history.",factual,"The discipline of plant ecology was pioneered in the late 19th century by botanists such as Eugenius Warming, who produced the hypothesis that plants form communities, and his mentor and successor Christen C. Raunkiær whose system for describing plant life forms is still in use today. The concept that the composition of plant communities such as temperate broadleaf forest changes by a process of ecological succession was developed by Henry Chandler Cowles, Arthur Tansley and Frederic Clements. Clements is credited with the idea of climax vegetation as the most complex vegetation that an environment can support and Tansley introduced the concept of ecosystems to biology. Building on the extensive earlier work of Alphonse de Candolle, Nikolai Vavilov (1887–1943) produced accounts of the biogeography, centres of origin, and evolutionary history of economic plants.",What history did Vavilov write about?,"""factual"""
"After antenna tuning, what remains is a resistive impedance at the antenna terminals.",factual,"Antenna tuning generally refers to cancellation of any reactance seen at the antenna terminals, leaving only a resistive impedance which might or might not be exactly the desired impedance (that of the transmission line). Although an antenna may be designed to have a purely resistive feedpoint impedance (such as a dipole 97% of a half wavelength long) this might not be exactly true at the frequency that it is eventually used at. In some cases the physical length of the antenna can be ""trimmed"" to obtain a pure resistance. On the other hand, the addition of a series inductance or parallel capacitance can be used to cancel a residual capacitative or inductive reactance, respectively.",What is left after antenna tuning?,"""factual"""
Many hip hop and R&B artists incorporate house music into their productions in order to broaden the appeal of their music and reach a wider audience.,factual,"In addition to these popular examples of house, there has also been a reunification of contemporary house and its roots. Many hip hop and R&B artists also turn to house music to add a mass appeal to the music they produce.",Why do many hip hop and R&B artists turn to house music?,"""factual"""
nonsense,contradiction,"The term also has closely related synonyms that are employed throughout the Quran. Each synonym possesses its own distinct meaning, but its use may converge with that of qurʼān in certain contexts. Such terms include kitāb (book); āyah (sign); and sūrah (scripture). The latter two terms also denote units of revelation. In the large majority of contexts, usually with a definite article (al-), the word is referred to as the ""revelation"" (waḥy), that which has been ""sent down"" (tanzīl) at intervals. Other related words are: dhikr (remembrance), used to refer to the Quran in the sense of a reminder and warning, and ḥikmah (wisdom), sometimes referring to the revelation or part of it.",What meaning does the Quran take when it calls itself hikmah?,contradiction
"In the first four days after it was posted online, Professor Stefan Grimm's email was viewed over 100,000 times.",factual,"In September 2014, Professor Stefan Grimm, of the Department of Medicine, was found dead after being threatened with dismissal for failure to raise enough grant money. The College made its first public announcement of his death on 4 December 2014. Grimm's last email accused his employers of bullying by demanding that he should get grants worth at least £200,000 per year. His last email was viewed more than 100,000 times in the first four days after it was posted. The College has announced an internal inquiry into Stefan Grimm's death. The inquest on his death has not yet reported.",How many times was Professor Stefan Grimm's email viewed in the first four days after it was posted online?,"""factual"""
"The sense of solidarity among the tribes was derived from their members being related by blood or marriage, and theoretically descending from a common ancestor.",factual,"The tribes were ruled by clans (ród) consisting of people related by blood or marriage and theoretically descending from a common ancestor, giving the ród/clan a highly developed sense of solidarity. (See gens.) The starosta (or starszyna) had judicial and military power over the ród/clan, although this power was often exercised with an assembly of elders. Strongholds called grόd were built where the religious cult was powerful, where trials were conducted, and where clans gathered in the face of danger. The opole was the territory occupied by a single tribe. (Manteuffel 1982, p. 44)",What gave them a sense of solidarity? ,"""factual"""
"John derived income from various sources, including fines, court fees, and the sale of charters and other privileges.",factual,"One of John's principal challenges was acquiring the large sums of money needed for his proposed campaigns to reclaim Normandy. The Angevin kings had three main sources of income available to them, namely revenue from their personal lands, or demesne; money raised through their rights as a feudal lord; and revenue from taxation. Revenue from the royal demesne was inflexible and had been diminishing slowly since the Norman conquest. Matters were not helped by Richard's sale of many royal properties in 1189, and taxation played a much smaller role in royal income than in later centuries. English kings had widespread feudal rights which could be used to generate income, including the scutage system, in which feudal military service was avoided by a cash payment to the king. He derived income from fines, court fees and the sale of charters and other privileges. John intensified his efforts to maximise all possible sources of income, to the extent that he has been described as ""avaricious, miserly, extortionate and moneyminded"". John also used revenue generation as a way of exerting political control over the barons: debts owed to the crown by the king's favoured supporters might be forgiven; collection of those owed by enemies was more stringently enforced.",Where did John derive income from?,"""factual"""
New York City's highest point is located on Staten Island.,factual,"The city's total area is 468.9 square miles (1,214 km2). 164.1 sq mi (425 km2) of this is water and 304.8 sq mi (789 km2) is land. The highest point in the city is Todt Hill on Staten Island, which, at 409.8 feet (124.9 m) above sea level, is the highest point on the Eastern Seaboard south of Maine. The summit of the ridge is mostly covered in woodlands as part of the Staten Island Greenbelt.",On what island is New York City's highest point located?,"""factual"""
"The Dawlish sea wall was damaged on the 4th of February, 2014.",factual,"The Exeter to Plymouth railway of the LSWR needs to be reopened to connect Cornwall and Plymouth to the rest of the UK railway system on an all weather basis. There are proposals to reopen the line from Tavistock to Bere Alston for a through service to Plymouth. On the night of 4 February 2014, amid high winds and extremely rough seas, part of the sea wall at Dawlish was breached washing away around 40 metres (130 ft) of the wall and the ballast under the railway immediately behind. The line was closed. Network Rail began repair work  and the line reopened on 4 April 2014. In the wake of widespread disruption caused by damage to the mainline track at Dawlish by coastal storms in February 2014, Network Rail are considering reopening the Tavistock to Okehampton and Exeter section of the line as an alternative to the coastal route.",On what date was the Dawlish sea wall damaged?,"""factual"""
The ecosystem in the alpine region is particularly sensitive to climate change.,factual,"Switzerland's ecosystems can be particularly fragile, because the many delicate valleys separated by high mountains often form unique ecologies. The mountainous regions themselves are also vulnerable, with a rich range of plants not found at other altitudes, and experience some pressure from visitors and grazing. The climatic, geological and topographical conditions of the alpine region make for a very fragile ecosystem that is particularly sensitive to climate change. Nevertheless, according to the 2014 Environmental Performance Index, Switzerland ranks first among 132 nations in safeguarding the environment, due to its high scores on environmental public health, its heavy reliance on renewable sources of energy (hydropower and geothermal energy), and its control of greenhouse gas emissions.",What is the ecosystem in the alpine region particularly sensitive to?,"""factual"""
"The common External Power Supply for smartphones sold in the EU was defined by the European Standardisation Bodies, which include CEN, CENELEC, and ETSI.",factual,"The European Standardisation Bodies CEN, CENELEC and ETSI (independent of the OMTP/GSMA proposal) defined a common External Power Supply (EPS) for use with smartphones sold in the EU based on micro-USB. 14 of the world's largest mobile phone manufacturers signed the EU's common EPS Memorandum of Understanding (MoU). Apple, one of the original MoU signers, makes micro-USB adapters available – as permitted in the Common EPS MoU – for its iPhones equipped with Apple's proprietary 30-pin dock connector or (later) Lightning connector.",Who defined a common External Power Supply for use with smartphones sold?,"""factual"""
Tuvalu is designated as a least developed country (LDC) by the United Nations.,factual,"The United Nations designates Tuvalu as a least developed country (LDC) because of its limited potential for economic development, absence of exploitable resources and its small size and vulnerability to external economic and environmental shocks. Tuvalu participates in the Enhanced Integrated Framework for Trade-Related Technical Assistance to Least Developed Countries (EIF), which was established in October 1997 under the auspices of the World Trade Organisation. In 2013 Tuvalu deferred its graduation from least developed country (LDC) status to a developing country to 2015. Prime Minister Enele Sopoaga said that this deferral was necessary to maintain access by Tuvalu to the funds provided by the United Nations's National Adaptation Programme of Action (NAPA), as ""Once Tuvalu graduates to a developed country, it will not be considered for funding assistance for climate change adaptation programmes like NAPA, which only goes to LDCs"". Tuvalu had met targets so that Tuvalu was to graduate from LDC status. Prime minister, Enele Sopoaga wants the United Nations to reconsider its criteria for graduation from LDC status as not enough weight is given to the environmental plight of small island states like Tuvalu in the application of the Environmental Vulnerability Index (EVI).",What is the UN developmental designation for Tuvalu?,"""factual"""
There are 24 independent schools in Lancashire.,factual,"Lancashire has a mostly comprehensive system with four state grammar schools. Not including sixth form colleges, there are 77 state schools (not including Burnley's new schools) and 24 independent schools. The Clitheroe area has secondary modern schools. Sixth form provision is limited at most schools in most districts, with only Fylde and Lancaster districts having mostly sixth forms at schools. The rest depend on FE colleges and sixth form colleges, where they exist. South Ribble has the largest school population and Fylde the smallest (only three schools). Burnley's schools have had a new broom and have essentially been knocked down and started again in 2006. There are many Church of England and Catholic faith schools in Lancashire.",How many independant schools are in Lancashire?,"""factual"""
genocide,contradiction,"On 12 July 2007, European Court of Human Rights when dismissing the appeal by Nikola Jorgić against his conviction for genocide by a German court (Jorgic v. Germany) noted that the German courts wider interpretation of genocide has since been rejected by international courts considering similar cases. The ECHR also noted that in the 21st century ""Amongst scholars, the majority have taken the view that ethnic cleansing, in the way in which it was carried out by the Serb forces in Bosnia and Herzegovina in order to expel Muslims and Croats from their homes, did not constitute genocide. However, there are also a considerable number of scholars who have suggested that these acts did amount to genocide, and the ICTY has found in the Momcilo Krajisnik case that the actus reu, of genocide was met in Prijedor ""With regard to the charge of genocide, the Chamber found that in spite of evidence of acts perpetrated in the municipalities which constituted the actus reus of genocide"".","The ECHR noted that among certain academics, what act carried out by the Serbs agains Bosnian Muslims and Croats did not constitute genocide?",contradiction
"In Indian music, there is no concept of absolute pitch.",factual,"Many adaptations of the instrument have been done to cater to the special needs of Indian Carnatic music. In Indian classical music and Indian light music, the mandolin, which bears little resemblance to the European mandolin, is usually tuned E-B-E-B. As there is no concept of absolute pitch in Indian classical music, any convenient tuning maintaining these relative pitch intervals between the strings can be used. Another prevalent tuning with these intervals is C-G-C-G, which corresponds to Sa-Pa-Sa-Pa in the Indian carnatic classical music style. This tuning corresponds to the way violins are tuned for carnatic classical music. This type of mandolin is also used in Bhangra, dance music popular in Punjabi culture.",There is no concept of what in Indian music? ,"""factual"""
"The three segments of 122nd Street are noncontiguous, as they are separated by Marcus Garvey Memorial Park and Morningside Park.",factual,"40°48′32″N 73°57′14″W﻿ / ﻿40.8088°N 73.9540°W﻿ / 40.8088; -73.9540 122nd Street is divided into three noncontiguous segments, E 122nd Street, W 122nd Street, and W 122nd Street Seminary Row, by Marcus Garvey Memorial Park and Morningside Park.",Are 122nd Street's three segments contiguous or noncontiguous?,"""factual"""
"Nils Westergard is a local mural artist in Richmond, along with Hamilton Glass and El Kamino.",factual,"As of 2015 a variety of murals from internationally recognized street artists have appeared throughout the city as a result of the efforts of Art Whino and RVA Magazine with The Richmond Mural Project and the RVA Street Art Festival. Artists who have produced work in the city as a result of these festivals include ROA, Pixel Pancho, Gaia, Aryz, Alexis Diaz, Ever Siempre, Jaz, 2501, Natalia Rak, Pose MSK, Vizie, Jeff Soto, Mark Jenkins, Etam Cru- and local artists Hamilton Glass, Nils Westergard, and El Kamino. Both festivals are expected to continue this year with artists such as Ron English slated to produce work.","Along with Hamilton Glass and El Kamino, who is a mural artist local to Richmond?","""factual"""
by consuming organic matter from the surrounding environment,contradiction,"There are typically 40 million bacterial cells in a gram of soil and a million bacterial cells in a millilitre of fresh water. There are approximately 5×1030 bacteria on Earth, forming a biomass which exceeds that of all plants and animals. Bacteria are vital in recycling nutrients, with many of the stages in nutrient cycles dependent on these organisms, such as the fixation of nitrogen from the atmosphere and putrefaction. In the biological communities surrounding hydrothermal vents and cold seeps, bacteria provide the nutrients needed to sustain life by converting dissolved compounds, such as hydrogen sulphide and methane, to energy. On 17 March 2013, researchers reported data that suggested bacterial life forms thrive in the Mariana Trench, which with a depth of up to 11 kilometres is the deepest part of the Earth's oceans. Other researchers reported related studies that microbes thrive inside rocks up to 580 metres below the sea floor under 2.6 kilometres of ocean off the coast of the northwestern United States. According to one of the researchers, ""You can find microbes everywhere — they're extremely adaptable to conditions, and survive wherever they are.""",How does bacteria help to sustain life in hydrothermal vents and cold seeps?,"""factual"""
"As the state capital, Boston plays a significant role in the politics of Massachusetts.",factual,"In addition to city government, numerous commissions and state authorities—including the Massachusetts Department of Conservation and Recreation, the Boston Public Health Commission, the Massachusetts Water Resources Authority (MWRA), and the Massachusetts Port Authority (Massport)—play a role in the life of Bostonians. As the capital of Massachusetts, Boston plays a major role in state politics.","As the state capital, Boston plays a large role in what?","""factual"""
Sure South Atlantic Ltd provides television services to the island.,factual,"Sure South Atlantic Ltd (""Sure"") offers television for the island via 17 analogue terrestrial UHF channels, offering a mix of British, US, and South African programming. The channels are from DSTV and include Mnet, SuperSport and BBC channels. The feed signal, from MultiChoice DStv in South Africa, is received by a satellite dish at Bryant's Beacon from Intelsat 7 in the Ku band.",What does Sure South Atlantic LTD offer?,"""factual"""
Government regulation is more universal for Registered Dietitian Nutritionists (RDNs) compared to other nutrition professionals like Certified Clinical Nutritionists (CCNs) or Certified Nutrition Specialists (CNSs).,factual,"Registered dietitian nutritionists (RDs or RDNs) are health professionals qualified to provide safe, evidence-based dietary advice which includes a review of what is eaten, a thorough review of nutritional health, and a personalized nutritional treatment plan. They also provide preventive and therapeutic programs at work places, schools and similar institutions. Certified Clinical Nutritionists or CCNs, are trained health professionals who also offer dietary advice on the role of nutrition in chronic disease, including possible prevention or remediation by addressing nutritional deficiencies before resorting to drugs. Government regulation especially in terms of licensing, is currently less universal for the CCN than that of RD or RDN. Another advanced Nutrition Professional is a Certified Nutrition Specialist or CNS. These Board Certified Nutritionists typically specialize in obesity and chronic disease. In order to become board certified, potential CNS candidate must pass an examination, much like Registered Dieticians. This exam covers specific domains within the health sphere including; Clinical Intervention and Human Health.",For which health professional is Governmental regulation more universal?,"""factual"""
Andreas Alciatus was the individual who incorporated a humanist perspective into the Corpus Juris.,factual,"Early Modern universities initially continued the curriculum and research of the Middle Ages: natural philosophy, logic, medicine, theology, mathematics, astronomy (and astrology), law, grammar and rhetoric. Aristotle was prevalent throughout the curriculum, while medicine also depended on Galen and Arabic scholarship. The importance of humanism for changing this state-of-affairs cannot be underestimated. Once humanist professors joined the university faculty, they began to transform the study of grammar and rhetoric through the studia humanitatis. Humanist professors focused on the ability of students to write and speak with distinction, to translate and interpret classical texts, and to live honorable lives. Other scholars within the university were affected by the humanist approaches to learning and their linguistic expertise in relation to ancient texts, as well as the ideology that advocated the ultimate importance of those texts. Professors of medicine such as Niccolò Leoniceno, Thomas Linacre and William Cop were often trained in and taught from a humanist perspective as well as translated important ancient medical texts. The critical mindset imparted by humanism was imperative for changes in universities and scholarship. For instance, Andreas Vesalius was educated in a humanist fashion before producing a translation of Galen, whose ideas he verified through his own dissections. In law, Andreas Alciatus infused the Corpus Juris with a humanist perspective, while Jacques Cujas humanist writings were paramount to his reputation as a jurist. Philipp Melanchthon cited the works of Erasmus as a highly influential guide for connecting theology back to original texts, which was important for the reform at Protestant universities. Galileo Galilei, who taught at the Universities of Pisa and Padua, and Martin Luther, who taught at the University of Wittenberg (as did Melanchthon), also had humanist training. The task of the humanists was to slowly permeate the university; to increase the humanist presence in professorships and chairs, syllabi and textbooks so that published works would demonstrate the humanistic ideal of science and scholarship.",Which individual added a humanist view into the Corpus Juris?,"""factual"""
An ivory painter's palette was discovered inside King Tutankhamun's tomb.,factual,"But, like many colors, it also had a negative association, with heat, destruction and evil. A prayer to god Isis said: ""Oh Isis, protect me from all things evil and red."" The ancient Egyptians began manufacturing pigments in about 4000 BC. Red ochre was widely used as a pigment for wall paintings, particularly as the skin color of men. An ivory painter's palette found inside the tomb of King Tutankhamun had small compartments with pigments of red ochre and five other colors. The Egyptians used the root of the rubia, or madder plant, to make a dye, later known as alizarin, and also used it to color white power to use as a pigment, which became known as madder lake, alizarin or alizarin crimson.",What type of palette was found in Tutankhamun's tomb?,"""factual"""
Umm Kulthum and Abdel Hafez were singers.,factual,"Nasser's street following was still too small to sustain his plans for reform and to secure him in office. To promote himself and the Liberation Rally, he gave speeches in a cross-country tour, and imposed controls over the country's press by decreeing that all publications had to be approved by the party to prevent ""sedition"". Both Umm Kulthum and Abdel Halim Hafez, the leading Arab singers of the era, performed songs praising Nasser's nationalism. Others produced plays denigrating his political opponents. According to his associates, Nasser orchestrated the campaign himself. Arab nationalist terms such ""Arab homeland"" and ""Arab nation"" frequently began appearing in his speeches in 1954–55, whereas prior he would refer to the Arab ""peoples"" or the ""Arab region"". In January 1955, the RCC appointed him as their president, pending national elections.",Who were Umm Kulthum and Abdel Hafez?,"""factual"""
Computers with multiple ALUs are referred to as superscalar computers.,factual,"Superscalar computers may contain multiple ALUs, allowing them to process several instructions simultaneously. Graphics processors and computers with SIMD and MIMD features often contain ALUs that can perform arithmetic on vectors and matrices.",Computers that have multiple ALUs are called what?,"""factual"""
Provocatio was the primordial form of due process that served as a precursor to our modern-day habeas corpus.,factual,"One check on a magistrate's power was his collegiality. Each magisterial office would be held concurrently by at least two people. Another such check was provocatio. Provocatio was a primordial form of due process. It was a precursor to habeas corpus. If any magistrate tried to use the powers of the state against a citizen, that citizen could appeal the decision of the magistrate to a tribune. In addition, once a magistrate's one-year term of office expired, he would have to wait ten years before serving in that office again. This created problems for some consuls and praetors, and these magistrates would occasionally have their imperium extended. In effect, they would retain the powers of the office (as a promagistrate), without officially holding that office.",What form of due process was a harbinger of our vary own habeas corpus?,"""factual"""
"At this time, the Catholic Church was widespread across Europe.",factual,"The Catholic Church prevailed across Europe at this time, influencing not only faith but also wealth and power. Bishops were appointed by the feudal lords (kings, dukes and other landowners) and they often ruled as virtual princes over large estates. The early Medieval periods had seen a rapid growth in monasticism, with several different orders being prevalent and spreading their influence widely. Foremost were the Benedictines whose great abbey churches vastly outnumbered any others in France and England. A part of their influence was that towns developed around them and they became centers of culture, learning and commerce. The Cluniac and Cistercian Orders were prevalent in France, the great monastery at Cluny having established a formula for a well planned monastic site which was then to influence all subsequent monastic building for many centuries.",What church was widespread across Europe at this time?,"""factual"""
The French military port that opened on 5 August 1858 was Cherbourg.,factual,"On 14 January 1858, an Italian refugee from Britain called Orsini attempted to assassinate Napoleon III with a bomb made in England. The ensuing diplomatic crisis destabilised the government, and Palmerston resigned. Derby was reinstated as prime minister. Victoria and Albert attended the opening of a new basin at the French military port of Cherbourg on 5 August 1858, in an attempt by Napoleon III to reassure Britain that his military preparations were directed elsewhere. On her return Victoria wrote to Derby reprimanding him for the poor state of the Royal Navy in comparison to the French one. Derby's ministry did not last long, and in June 1859 Victoria recalled Palmerston to office.",What was the name of the French military port that opened on 5 August 1858?,"""factual"""
The term that means 'little eyes' is ocelli.,factual,"The sensors are primarily single cells that detect light, chemicals, pressure waves and contact, and are present on the head, appendages (if any) and other parts of the body. Nuchal (""on the neck"") organs are paired, ciliated structures found only in polychaetes, and are thought to be chemosensors. Some polychaetes also have various combinations of ocelli (""little eyes"") that detect the direction from which light is coming and camera eyes or compound eyes that can probably form images. The compound eyes probably evolved independently of arthropods' eyes. Some tube-worms use ocelli widely spread over their bodies to detect the shadows of fish, so that they can quickly withdraw into their tubes. Some burrowing and tube-dwelling polychaetes have statocysts (tilt and balance sensors) that tell them which way is down. A few polychaete genera have on the undersides of their heads palps that are used both in feeding and as ""feelers"", and some of these also have antennae that are structurally similar but probably are used mainly as ""feelers"".",What term means 'little eyes'?,"""factual"""
George H. W. Bush characterized Harvard's reputation as being associated with liberalism and elitism.,factual,"During the 1988 presidential election, George H. W. Bush (Yale '48) derided Michael Dukakis for having ""foreign-policy views born in Harvard Yard's boutique"". When challenged on the distinction between Dukakis's Harvard connection and his own Yale background, he said that, unlike Harvard, Yale's reputation was ""so diffuse, there isn't a symbol, I don't think, in the Yale situation, any symbolism in it"" and said Yale did not share Harvard's reputation for ""liberalism and elitism"". In 2004 Howard Dean stated, ""In some ways, I consider myself separate from the other three (Yale) candidates of 2004. Yale changed so much between the class of '68 and the class of '71. My class was the first class to have women in it; it was the first class to have a significant effort to recruit African Americans. It was an extraordinary time, and in that span of time is the change of an entire generation"".",How did George H. W. Bush describe Harvard's reputation?,contradiction
