answer,type,context,question,qwen
The Luftwaffe lost 18% of the bombers they sent on the operations that day.,factual,"On 15 September the Luftwaffe made two large daylight attacks on London along the Thames Estuary, targeting the docks and rail communications in the city. Its hope was to destroy its targets and draw the RAF into defending them, allowing the Luftwaffe to destroy their fighters in large numbers, thereby achieving an air superiority. Large air battles broke out, lasting for most of the day. The first attack merely damaged the rail network for three days, and the second attack failed altogether. The air battle was later commemorated by Battle of Britain Day. The Luftwaffe lost 18 percent of the bombers sent on the operations that day, and failed to gain air superiority.",The Luftwaffe lost what percentage of its bombers sent that day?,"""factual"""
"In adult contemporary music, electric guitars are typically not only faint but also have a high-pitched characteristic.",factual,"Adult contemporary is heavy on romantic sentimental ballads which mostly use acoustic instruments (though bass guitar is usually used) such as acoustic guitars, pianos, saxophones, and sometimes an orchestral set. The electric guitars are normally faint and high-pitched. However, recent adult contemporary music may usually feature synthesizers (and other electronics, such as drum machines).","Along with being faint, what characteristic is usually present in electric guitars used in adult contemporary?","""factual"""
The Three Kings Period took place in ancient China.,irrelevant,"The Somali language is a member of the Cushitic branch of the Afro-Asiatic family. Its nearest relatives are the Afar and Saho languages. Somali is the best documented of the Cushitic languages, with academic studies of it dating from before 1900.",Before what year did studies on the Somali language exist?,irrelevant
"The aerospace companies in the Paris region employ a total of 100,000 workers.",factual,"Paris' manufacturing is mostly focused in its suburbs, and the city itself has only around 75,000 manufacturing workers, most of which are in the textile, clothing, leather goods and shoe trades. Paris region manufacturing specialises in transportation, mainly automobiles, aircraft and trains, but this is in a sharp decline: Paris proper manufacturing jobs dropped by 64 percent between 1990 and 2010, and the Paris region lost 48 percent during the same period. Most of this is due to companies relocating outside the Paris region. The Paris region's 800 aerospace companies employed 100,000. Four hundred automobile industry companies employ another 100,000 workers: many of these are centred in the Yvelines department around the Renault and PSA-Citroen plants (this department alone employs 33,000), but the industry as a whole suffered a major loss with the 2014 closing of a major Aulnay-sous-Bois Citroen assembly plant.",How many people does the Paris regions aerospace companies employ?,"""factual"""
The second largest employer in St. John's is Memorial University.,irrelevant,"The Russians avoided Napoleon's objective of a decisive engagement and instead retreated deeper into Russia. A brief attempt at resistance was made at Smolensk in August; the Russians were defeated in a series of battles, and Napoleon resumed his advance. The Russians again avoided battle, although in a few cases this was only achieved because Napoleon uncharacteristically hesitated to attack when the opportunity arose. Owing to the Russian army's scorched earth tactics, the French found it increasingly difficult to forage food for themselves and their horses.","To avoid direct fighting with Napoleon, the Russians retreated into which country?",irrelevant
The end of Imperial China occurred in the year 1912.,factual,"On 12 February 1912, after rounds of negotiations, Longyu issued an imperial edict bringing about the abdication of the child emperor Puyi. This brought an end to over 2,000 years of Imperial China and began an extended period of instability of warlord factionalism. The unorganized political and economic systems combined with a widespread criticism of Chinese culture led to questioning and doubt about the future. In the 1930s, the Empire of Japan invaded Northeast China and founded Manchukuo in 1932, with Puyi, as the emperor. After the invasion by the Soviet Union, Manchukuo collapsed in 1945.",What year did the end of Imperial China occur?,"""factual"""
"Orthodox Judaism seeks to transform the world through divine work, which involves being productive citizens and engaging in activities that benefit humanity.",factual,"Modern Orthodoxy comprises a fairly broad spectrum of movements, each drawing on several distinct though related philosophies, which in some combination have provided the basis for all variations of the movement today. In general, Modern Orthodoxy holds that Jewish law is normative and binding, while simultaneously attaching a positive value to interaction with contemporary society. In this view, Orthodox Judaism can ""be enriched"" by its intersection with modernity; further, ""modern society creates opportunities to be productive citizens engaged in the Divine work of transforming the world to benefit humanity"". At the same time, in order to preserve the integrity of halakha, any area of ""powerful inconsistency and conflict"" between Torah and modern culture must be avoided. Modern Orthodoxy, additionally, assigns a central role to the ""People of Israel"".",What kind of work does orthodox Judiasm seek to transform the world with?,"""factual"""
The upper lobes of the lungs are more frequently affected by tuberculosis than the lower lobes.,factual,"If a tuberculosis infection does become active, it most commonly involves the lungs (in about 90% of cases). Symptoms may include chest pain and a prolonged cough producing sputum. About 25% of people may not have any symptoms (i.e. they remain ""asymptomatic""). Occasionally, people may cough up blood in small amounts, and in very rare cases, the infection may erode into the pulmonary artery or a Rasmussen's aneurysm, resulting in massive bleeding. Tuberculosis may become a chronic illness and cause extensive scarring in the upper lobes of the lungs. The upper lung lobes are more frequently affected by tuberculosis than the lower ones. The reason for this difference is not clear. It may be due either to better air flow, or to poor lymph drainage within the upper lungs.",Which lobes of the lungs are more often affected by TB?,"""factual"""
The capital of Papua was Port Moresby.,factual,"Two battle-hardened Australian divisions were steaming from the Mid-East for Singapore. Churchill wanted them diverted to Burma, but Curtin insisted on a return to Australia. In early 1942 elements of the Imperial Japanese Navy proposed an invasion of Australia. The Japanese Army opposed the plan and it was rejected in favour of a policy of isolating Australia from the United States via blockade by advancing through the South Pacific. The Japanese decided upon a seaborne invasion of Port Moresby, capital of the Australian Territory of Papua which would put Northern Australia within range of Japanese bomber aircraft.",What was the capital of Papua?,"""factual"""
Pachelbel's Canon has been influencing popular songs since the 1970s.,factual,"Numerous examples show influence in the opposite direction, including popular songs based on classical music, the use to which Pachelbel's Canon has been put since the 1970s, and the musical crossover phenomenon, where classical musicians have achieved success in the popular music arena. In heavy metal, a number of lead guitarists (playing electric guitar) modeled their playing styles on Baroque or Classical era instrumental music, including Ritchie Blackmore and Randy Rhoads.",Pachelbel's Canon has influenced popular songs since what decade?,"""factual"""
The Banham Commission was the body that proposed making Plymouth a unitary council.,factual,"The 1971 Local Government White Paper proposed abolishing county boroughs, which would have left Plymouth, a town of 250,000 people, being administered from a council based at the smaller Exeter, on the other side of the county. This led to Plymouth lobbying for the creation of a Tamarside county, to include Plymouth, Torpoint, Saltash, and the rural hinterland. The campaign was not successful, and Plymouth ceased to be a county borough on 1 April 1974 with responsibility for education, social services, highways and libraries transferred to Devon County Council. All powers returned when the city become a unitary authority on 1 April 1998 under recommendations of the Banham Commission.",What body proposed that Plymouth become a unitary council?,"""factual"""
"The first public radio station in Hyderabad, Deccan Radio, began broadcasting on February 3, 1935.",factual,"One of Hyderabad's earliest newspapers, The Deccan Times, was established in the 1780s. In modern times, the major Telugu dailies published in Hyderabad are Eenadu, Andhra Jyothy, Sakshi and Namaste Telangana, while the major English papers are The Times of India, The Hindu and The Deccan Chronicle. The major Urdu papers include The Siasat Daily, The Munsif Daily and Etemaad. Many coffee table magazines, professional magazines and research journals are also regularly published. The Secunderabad Cantonment Board established the first radio station in Hyderabad State around 1919. Deccan Radio was the first radio public broadcast station in the city starting on 3 February 1935, with FM broadcasting beginning in 2000. The available channels in Hyderabad include All India Radio, Radio Mirchi, Radio City, Red FM and Big FM.",On what date did the first public radio station in Hyderabad begin broadcasting?,"""factual"""
The unique aspect of the method for granting royal assent under the Royal Assent Act 1967 is that it does not necessitate both houses of parliament to convene together for the purpose of receiving the notification of royal assent.,factual,"Under the Royal Assent Act 1967, royal assent can be granted by the sovereign in writing, by means of letters patent, that are presented to the presiding officer of each house of parliament. Then, the presiding officer makes a formal, but simple statement to the house, acquainting each house that royal assent has been granted to the acts mentioned. Thus, unlike the granting of royal assent by the monarch in person or by Royal Commissioners, the method created by the Royal Assent Act 1967 does not require both houses to meet jointly for the purpose of receiving the notice of royal assent. The standard text of the letters patent is set out in The Crown Office (Forms and Proclamations Rules) Order 1992, with minor amendments in 2000. In practice this remains the standard method, a fact that is belied by the wording of the letters patent for the appointment of the Royal Commissioners and by the wording of the letters patent for the granting of royal assent in writing under the 1967 Act (""... And forasmuch as We cannot at this time be present in the Higher House of Our said Parliament being the accustomed place for giving Our Royal Assent..."").",What is unique about the method used for assention allowed by the Royal Assent Act 1967?,"""factual"""
"The Catalan language was often considered a mere dialect of Spanish, particularly during the Francoist dictatorship from 1939 to 1975.",factual,"During much of its history, and especially during the Francoist dictatorship (1939–1975), the Catalan language has often been degraded as a mere dialect of Spanish. This view, based on political and ideological considerations, has no linguistic validity. Spanish and Catalan have important differences in their sound systems, lexicon, and grammatical features, placing the language in a number of respects closer to Occitan (and French). ",During what dictatorship was Catalan considered a dialect?,"""factual"""
The Intermontane Plateaus come to an end at the Cascade Range.,factual,"The Intermontane Plateaus come to an end at the Cascade Range and the Sierra Nevada. The Cascades consist of largely intermittent, volcanic mountains, many rising prominently from the surrounding landscape. The Sierra Nevada, further south, is a high, rugged, and dense mountain range. It contains the highest point in the contiguous 48 states, Mount Whitney (14,505 ft or 4,421 m) It is located at the boundary between California's Inyo and Tulare counties, just 84.6 mi or 136.2 km west-northwest of the lowest point in North America at the Badwater Basin in Death Valley National Park at 279 ft or 85 m below sea level.",What is the name of the range where the Intermontane plateaus end?,"""factual"""
"Blockbuster was prohibited from providing the original, copyrighted instruction manuals with the rented games.",irrelevant,"Also, Kendals in Manchester can lay claim to being one of the oldest department stores in the UK. Beginning as a small shop owned by S. and J. Watts in 1796, its sold a variety of goods. Kendal Milne and Faulkner purchased the business in 1835. Expanding the space, rather than use it as a typical warehouse simply to showcase textiles, it became a vast bazaar. Serving Manchester's upmarket clientele for over 200 years, it was taken over by House of Fraser and recently rebranded as House of Fraser Manchester – although most Mancunians still refer to it as Kendals. The Kendal Milne signage still remains over the main entrance to the art deco building in the city's Deansgate.","Who purchased a small shop in 1835, which would eventually become Kendals?",contradiction
"The term used for programs that automatically visit websites and record the data they find is ""crawlers.""",factual,"In 1996 Brewster Kahle, with Bruce Gilliat, developed software to crawl and download all publicly accessible World Wide Web pages, the Gopher hierarchy, the Netnews (Usenet) bulletin board system, and downloadable software. The information collected by these ""crawlers"" does not include all the information available on the Internet, since much of the data is restricted by the publisher or stored in databases that are not accessible. These ""crawlers"" also respect the robots exclusion standard for websites whose owners opt for them not to appear in search results or be cached. To overcome inconsistencies in partially cached web sites, Archive-It.org was developed in 2005 by the Internet Archive as a means of allowing institutions and content creators to voluntarily harvest and preserve collections of digital content, and create digital archives.",What is a term used for programs that automatically visit websites and record the data they find?,"""factual"""
44° and 64° W,contradiction,"Iran has an area of 1,648,195 km2 (636,372 sq mi). Iran lies between latitudes 24° and 40° N, and longitudes 44° and 64° E. Its borders are with Azerbaijan (611 km or 380 mi, with Azerbaijan-Naxcivan exclave, 179 km or 111 mi) and Armenia (35 km or 22 mi) to the north-west; the Caspian Sea to the north; Turkmenistan (992 km or 616 mi) to the north-east; Pakistan (909 km or 565 mi) and Afghanistan (936 km or 582 mi) to the east; Turkey (499 km or 310 mi) and Iraq (1,458 km or 906 mi) to the west; and finally the waters of the Persian Gulf and the Gulf of Oman to the south.",What longitudes does Iran lie between?,contradiction
The Clerk of the Parliaments was responsible for stating the appropriate Norman French formula during the assent notifications.,factual,"Before the reign of Henry VIII, the sovereign always granted his or her assent in person. The sovereign, wearing the Imperial State Crown, would be seated on the throne in the Lords chamber, surrounded by heralds and members of the royal court—a scene that nowadays is repeated only at the annual State Opening of Parliament. The Commons, led by their speaker, would listen from the Bar of the Lords, just outside the chamber. The Clerk of the Parliaments presented the bills awaiting assent to the monarch, save that supply bills were traditionally brought up by the speaker. The Clerk of the Crown, standing on the sovereign's right, then read aloud the titles of the bills (in earlier times, the entire text of the bills). The Clerk of the Parliaments, standing on the sovereign's left, responded by stating the appropriate Norman French formula.",What job did the Clerk of the Parliaments have during assention notifications?,"""factual"""
"A sister group to Aves is not clade Crocodilia, but rather, mammals.",contradiction,"Aves and a sister group, the clade Crocodilia, contain the only living representatives of the reptile clade Archosauria. During the late 1990s, Aves was most commonly defined phylogenetically as all descendants of the most recent common ancestor of modern birds and Archaeopteryx lithographica. However, an earlier definition proposed by Jacques Gauthier gained wide currency in the 21st century, and is used by many scientists including adherents of the Phylocode system. Gauthier defined Aves to include only the crown group of the set of modern birds. This was done by excluding most groups known only from fossils, and assigning them, instead, to the Avialae, in part to avoid the uncertainties about the placement of Archaeopteryx in relation to animals traditionally thought of as theropod dinosaurs.",What is a sister group to Aves?,contradiction
The Industrial Revolution in England led to dreadful living and working conditions for the working class.,factual,"The Kingdoms of England and Scotland were unified in 1707 creating the Kingdom of Great Britain. Following an attempted republican revolution in Ireland in 1798, the Kingdoms of Ireland and Great Britain were unified in 1801, creating the United Kingdom. The Isle of Man and the Channel Islands remaining outside of the United Kingdom but with their ultimate good governance being the responsibility of the British Crown (effectively the British government). Although, the colonies of North American that would become the United States of America were lost by the start of the 19th century, the British Empire expanded rapidly elsewhere. A century later it would cover one third of the globe. Poverty in the United Kingdom remained desperate however and industrialisation in England led to terrible condition for the working class. Mass migrations following the Irish Famine and Highland Clearances resulted in the distribution of the islands' population and culture throughout the world and a rapid de-population of Ireland in the second-half of the 19th century. Most of Ireland seceded from the United Kingdom after the Irish War of Independence and the subsequent Anglo-Irish Treaty (1919–1922), with the six counties that formed Northern Ireland remaining as an autonomous region of the UK.",What negative factor occurred as a result of the Industrial Revolution in England?,"""factual"""
"Whitehead's most famous critique of the Christian concept of God is his statement that ""the Church attributed to God the qualities that solely belonged to Caesar.""",factual,"Whitehead's idea of God differs from traditional monotheistic notions. Perhaps his most famous and pointed criticism of the Christian conception of God is that ""the Church gave unto God the attributes which belonged exclusively to Caesar."" Here Whitehead is criticizing Christianity for defining God as primarily a divine king who imposes his will on the world, and whose most important attribute is power. As opposed to the most widely accepted forms of Christianity, Whitehead emphasized an idea of God that he called ""the brief Galilean vision of humility"":",What is Whitehead's most well-known critical statement regarding the Christian notion of God?,"""factual"""
Most common paper is made from wood fiber.,factual,"Today, USD notes are made from cotton fiber paper, unlike most common paper, which is made of wood fiber. U.S. coins are produced by the United States Mint. U.S. dollar banknotes are printed by the Bureau of Engraving and Printing and, since 1914, have been issued by the Federal Reserve. The ""large-sized notes"" issued before 1928 measured 7.42 inches (188 mm) by 3.125 inches (79.4 mm); small-sized notes, introduced that year, measure 6.14 inches (156 mm) by 2.61 inches (66 mm) by 0.0043 inches (0.11 mm). When the current, smaller sized U.S. currency was introduced it was referred to as Philippine-sized currency because the Philippines had previously adopted the same size for its legal currency.",What is most common paper made of?,contradiction
The Quran's suras are divided into two categories based on cities: Meccan and Medinan.,factual,"The Quran consists of 114 chapters of varying lengths, each known as a sura. Suras are classified as Meccan or Medinan, depending on whether the verses were revealed before or after the migration of Muhammad to the city of Medina. However, a sura classified as Medinan may contain Meccan verses in it and vice versa. Sura titles are derived from a name or quality discussed in the text, or from the first letters or words of the sura. Suras are arranged roughly in order of decreasing size. The sura arrangement is thus not connected to the sequence of revelation. Each sura except the ninth starts with the Bismillah (بسم الله الرحمن الرحيم), an Arabic phrase meaning ""In the name of God"". There are, however, still 114 occurrences of the Bismillah in the Quran, due to its presence in Quran 27:30 as the opening of Solomon's letter to the Queen of Sheba.",What two city-related categories divide the Quran's suras?,"""factual"""
"Midtown has a population of approximately 50,000 residents.",factual,"The city's Greektown and three downtown casino resort hotels serve as part of an entertainment hub. The Eastern Market farmer's distribution center is the largest open-air flowerbed market in the United States and has more than 150 foods and specialty businesses. On Saturdays, about 45,000 people shop the city's historic Eastern Market. The Midtown and the New Center area are centered on Wayne State University and Henry Ford Hospital. Midtown has about 50,000 residents and attracts millions of visitors each year to its museums and cultural centers; for example, the Detroit Festival of the Arts in Midtown draws about 350,000 people.",How big is Midtown's population?,"""factual"""
"No, not all domesticated and wild birds are classified as poultry. While poultry includes domesticated birds kept for their eggs, meat, feathers, or as pets, it does not encompass wild birds that are hunted for sport or food, which are referred to as game.",factual,"Poultry (/ˌpoʊltriː/) are domesticated birds kept by humans for the eggs they produce, their meat, their feathers, or sometimes as pets. These birds are most typically members of the superorder Galloanserae (fowl), especially the order Galliformes (which includes chickens, quails and turkeys) and the family Anatidae, in order Anseriformes, commonly known as ""waterfowl"" and including domestic ducks and domestic geese. Poultry also includes other birds that are killed for their meat, such as the young of pigeons (known as squabs) but does not include similar wild birds hunted for sport or food and known as game. The word ""poultry"" comes from the French/Norman word poule, itself derived from the Latin word pullus, which means small animal.",Are all domesticated and wild birds classified as poultry  ?,contradiction
"In 1759, Britain achieved success in all of its campaigns against New France.",factual,"All of Britain's campaigns against New France succeeded in 1759, part of what became known as an Annus Mirabilis. Fort Niagara and Fort Carillon on 8 July 1758 fell to sizable British forces, cutting off French frontier forts further west. On 13 September 1759, following a three-month siege of Quebec, General James Wolfe defeated the French on the Plains of Abraham outside the city. The French staged a counteroffensive in the spring of 1760, with initial success at the Battle of Sainte-Foy, but they were unable to retake Quebec, due to British naval superiority following the battle of Neuville. The French forces retreated to Montreal, where on 8 September they surrendered to overwhelming British numerical superiority.",Which country enjoyed the most success in battles in North America in 1759,"""factual"""
Neon lighting would be considered general lighting in a dark nightclub setting.,factual,"The illuminated ceiling was once popular in the 1960s and 1970s but fell out of favor after the 1980s. This uses diffuser panels hung like a suspended ceiling below fluorescent lights, and is considered general lighting. Other forms include neon, which is not usually intended to illuminate anything else, but to actually be an artwork in itself. This would probably fall under accent lighting, though in a dark nightclub it could be considered general lighting.",When would neon lighting be considered general lighting?,"""factual"""
High-voltage transformer windings,contradiction,"An early advantage of AC is that the power-wasting resistors used in DC locomotives for speed control were not needed in an AC locomotive: multiple taps on the transformer can supply a range of voltages. Separate low-voltage transformer windings supply lighting and the motors driving auxiliary machinery. More recently, the development of very high power semiconductors has caused the classic ""universal"" AC/DC motor to be largely replaced with the three-phase induction motor fed by a variable frequency drive, a special inverter that varies both frequency and voltage to control motor speed. These drives can run equally well on DC or AC of any frequency, and many modern electric locomotives are designed to handle different supply voltages and frequencies to simplify cross-border operation.",What taps can provide lighting supply?,"""factual"""
"Another term for these collections of Catholic churches that are led by the Supreme Pontiff is ""rites.""",factual,The Roman Catholic Church canon law also includes the main five rites (groups) of churches which are in full union with the Roman Catholic Church and the Supreme Pontiff:,What is another name for the collections of other Catholic churches led by the Supreme Pontiff?,"""factual"""
stone tablets,contradiction,"The traditional picture of an orderly series of scripts, each one invented suddenly and then completely displacing the previous one, has been conclusively demonstrated to be fiction by the archaeological finds and scholarly research of the later 20th and early 21st centuries. Gradual evolution and the coexistence of two or more scripts was more often the case. As early as the Shang dynasty, oracle-bone script coexisted as a simplified form alongside the normal script of bamboo books (preserved in typical bronze inscriptions), as well as the extra-elaborate pictorial forms (often clan emblems) found on many bronzes.",What were preserved in typical bronze inscriptions?,contradiction
"On September 21, 1864, the two Mexican generals who were defeated by the French forces were José María Patoni and Jesús González Ortega.",factual,"The French forces tried to subdue and capture the liberal government based in Saltillo. On September 21, 1864, José María Patoni and Jesús González Ortega lost against the French forces at the Battle of Estanzuelas; the supreme government led by President Juárez was forced to evacuate the city of Saltillo and relocate to Chihuahua. Juárez stopped in Ciudad Jiménez, Valle de Allende, and Hidalgo de Parral, in turn. He decreed Parral the capital of Mexico from October 2–5, 1864. Perceiving the threat from the advancing French forces, the president continued his evacuation through Santa Rosalía de Camargo, Santa Cruz de Rosales, and finally Chihuahua, Chihuahua. On October 12, 1864, the people of the state gave President Juárez an overwhelmingly supportive reception, led by Governor Ángel Trías. On October 15, 1864 the city of Chihuahua was declared the temporary capital of Mexico.","Which two generals lost against the French on September 21, 1864?","""factual"""
"The last time the pontifical name ""Paul"" was used before Pope Paul VI became Pope was in the year 1605.",factual,"Upon his election to the papacy, Montini took the pontifical name Paul VI (the first to take the name ""Paul"" since 1605) to indicate a renewed worldwide mission to spread the message of Christ, following the example of Apostle St. Paul.[citation needed] He re-convened the Second Vatican Council, which was automatically closed with the death of John XXIII, and gave it priority and direction. After the council had concluded its work, Paul VI took charge of the interpretation and implementation of its mandates, often walking a thin line between the conflicting expectations of various groups within Catholicism. The magnitude and depth of the reforms affecting all fields of Church life during his pontificate exceeded similar reform policies of his predecessors and successors. Paul VI was a Marian devotee, speaking repeatedly to Marian congresses and mariological meetings, visiting Marian shrines and issuing three Marian encyclicals. Following his famous predecessor Saint Ambrose of Milan, he named Mary as the Mother of the Church during the Second Vatican Council. Paul VI sought dialogue with the world, with other Christians, other religions, and atheists, excluding nobody. He saw himself as a humble servant for a suffering humanity and demanded significant changes of the rich in North America and Europe in favour of the poor in the Third World. His positions on birth control, promulgated most famously in the 1968 encyclical Humanae vitae, and other political issues, were often controversial, especially in Western Europe and North America.","In what year was the name ""Paul"" last used as a pontifical name before Pope Paul VI became Pope?","""factual"""
"Masjid Bilal was previously called ""Masjid Muhammad #24"" before being renamed in 1990.",factual,"There are seven current masjids in the Greater Richmond area, with three more currently in construction, accommodating the growing Muslim population, the first one being Masjid Bilal. In the 1950s, Muslims from the East End got organized under Nation of Islam (NOI). They used to meet in Temple #24 located on North Avenue. After the NOI split in 1975, the Muslims who joined mainstream Islam, start meeting at Shabaaz Restaurant on Nine Mile Road. By 1976, the Muslims used to meet in a rented church. They tried to buy this church, but due to financial difficulties the Muslims instead bought an old grocery store at Chimbarazoo Boulevard, the present location of Masjid Bilal. Initially, the place was called ""Masjid Muhammad #24"". Only by 1990 did the Muslims renamed it to ""Masjid Bilal"". Masjid Bilal was followed by the Islamic Center of Virginia, ICVA masjid. The ICVA was established in 1973 as a non profit tax exempt organization. With aggressive fundraising, ICVA was able to buy land on Buford road. Construction of the new masjid began in the early 1980s. The rest of the five current masjids in the Richmond area are Islamic Center of Richmond (ICR) in the west end, Masjid Umm Barakah on 2nd street downtown, Islamic Society of Greater Richmond (ISGR) in the west end, Masjidullah in the north side, and Masjid Ar-Rahman in the east end.",What was Masjid Bilal previously known as?,"""factual"""
"On average, 13.3 million viewers watched the season.",factual,"The loss of viewers continued into season 12, which saw the show hitting a number of series low in the 18-49 demo. The finale had 7.2 million fewer viewers than the previous season, and saw a drop of 44% in the 18-49 demo. The season viewers averaged at 13.3 million, a drop of 24% from the previous season. The thirteenth season suffered a huge decline in the 18–49 demographic, a drop of 28% from the twelfth season, and American Idol lost its Top 10 position in the Nielsen ratings by the end of the 2013–14 television season for the first time since its entry to the rankings in 2003 as a result, although the entire series to date had not yet been dropped from the Nielsen Top 30 rankings since its inception in 2002.",How many viewers watched on average this season?,"""factual"""
Donna Summer was a guest judge on American Idol during season three.,factual,"Guest judges may occasionally be introduced. In season two, guest judges such as Lionel Richie and Robin Gibb were used, and in season three Donna Summer, Quentin Tarantino and some of the mentors also joined as judges to critique the performances in the final rounds. Guest judges were used in the audition rounds for seasons four, six, nine, and fourteen such as Gene Simmons and LL Cool J in season four, Jewel and Olivia Newton-John in season six, Shania Twain in season eight, Neil Patrick Harris, Avril Lavigne and Katy Perry in season nine, and season eight runner-up, Adam Lambert, in season fourteen.",In what season was Donna Summer a guest judge on American Idol?,"""factual"""
Central Catalan is spoken in the eastern half of the province of Tarragona.,factual,"Central Catalan is considered the standard pronunciation of the language and has the highest number of speakers. It is spoken in the densely populated regions of the Barcelona province, the eastern half of the province of Tarragona, and most of the province of Girona.",What part of the province of Tarragona is Central Catalan spoken?,"""factual"""
The activist in the Arab Spring mentioned that they utilized Twitter for coordinating the protests.,factual,"YouTube has enabled people to more directly engage with government, such as in the CNN/YouTube presidential debates (2007) in which ordinary people submitted questions to U.S. presidential candidates via YouTube video, with a techPresident co-founder saying that Internet video was changing the political landscape. Describing the Arab Spring (2010- ), sociologist Philip N. Howard quoted an activist's succinct description that organizing the political unrest involved using ""Facebook to schedule the protests, Twitter to coordinate, and YouTube to tell the world."" In 2012, more than a third of the U.S. Senate introduced a resolution condemning Joseph Kony 16 days after the ""Kony 2012"" video was posted to YouTube, with resolution co-sponsor Senator Lindsey Graham remarking that the video ""will do more to lead to (Kony's) demise than all other action combined.""",An activist in the Arab spring said they were using Twitter to do what?,"""factual"""
The Democratic candidate for president in the 1960 election was John F. Kennedy.,factual,"In the 1960 election to choose his successor, Eisenhower endorsed his own Vice President, Republican Richard Nixon against Democrat John F. Kennedy. He told friends, ""I will do almost anything to avoid turning my chair and country over to Kennedy."" He actively campaigned for Nixon in the final days, although he may have done Nixon some harm. When asked by reporters at the end of a televised press conference to list one of Nixon's policy ideas he had adopted, Eisenhower joked, ""If you give me a week, I might think of one. I don't remember."" Kennedy's campaign used the quote in one of its campaign commercials. Nixon narrowly lost to Kennedy. Eisenhower, who was the oldest president in history at that time (then 70), was succeeded by the youngest elected president, as Kennedy was 43.",Who was the Democratic candidate for president in 1960?,"""factual"""
"According to the ""revisionist"" critique, no meaningful insights can be gained about prehistoric hunter-gatherers from studying modern ones, as the ""pure hunter-gatherer"" disappeared shortly after colonial or agricultural contact began.",factual,"Some of the theorists who advocate this ""revisionist"" critique imply that, because the ""pure hunter-gatherer"" disappeared not long after colonial (or even agricultural) contact began, nothing meaningful can be learned about prehistoric hunter-gatherers from studies of modern ones (Kelly, 24-29; see Wilmsen)",What can be learned from the study of modern hunter-gatherers?,"""factual"""
The FBI initiated the Trilogy project in the year 2000.,factual,"In 2000, the FBI began the Trilogy project to upgrade its outdated information technology (IT) infrastructure. This project, originally scheduled to take three years and cost around $380 million, ended up going far over budget and behind schedule. Efforts to deploy modern computers and networking equipment were generally successful, but attempts to develop new investigation software, outsourced to Science Applications International Corporation (SAIC), were not. Virtual Case File, or VCF, as the software was known, was plagued by poorly defined goals, and repeated changes in management. In January 2005, more than two years after the software was originally planned for completion, the FBI officially abandoned the project. At least $100 million (and much more by some estimates) was spent on the project, which never became operational. The FBI has been forced to continue using its decade-old Automated Case Support system, which IT experts consider woefully inadequate. In March 2005, the FBI announced it was beginning a new, more ambitious software project, code-named Sentinel, which they expected to complete by 2009.",When did the FBI begin the Trilogy project?,"""factual"""
The Umayyad ruler who is widely regarded as exceptionally just and pious by Sunni scholars is Umar ibn Abd al-Aziz.,factual,"Only Umayyad ruler (Caliphs of Damascus), Umar ibn Abd al-Aziz, is unanimously praised by Sunni sources for his devout piety and justice. In his efforts to spread Islam he established liberties for the Mawali by abolishing the jizya tax for converts to Islam. Imam Abu Muhammad Adbullah ibn Abdul Hakam stated that Umar ibn Abd al-Aziz also stopped the personal allowance offered to his relatives stating that he could only give them an allowance if he gave an allowance to everyone else in the empire. Umar ibn Abd al-Aziz was later poisoned in the year 720. When successive governments tried to reverse Umar ibn Abd al-Aziz's tax policies it created rebellion.",What Umayyad ruler is regarded as especially just and pious by Sunni scholars?,"""factual"""
William Adams had between eighty and ninety servants or slaves working for him.,factual,"The English sailor and adventurer William Adams (1564–1620) was the first Westerner to receive the dignity of samurai. The Shogun Tokugawa Ieyasu presented him with two swords representing the authority of a samurai, and decreed that William Adams the sailor was dead and that Anjin Miura (三浦按針), a samurai, was born. Adams also received the title of hatamoto (bannerman), a high-prestige position as a direct retainer in the Shogun's court. He was provided with generous revenues: ""For the services that I have done and do daily, being employed in the Emperor's service, the Emperor has given me a living"" (Letters). He was granted a fief in Hemi (逸見) within the boundaries of present-day Yokosuka City, ""with eighty or ninety husbandmen, that be my slaves or servants"" (Letters). His estate was valued at 250 koku. He finally wrote ""God hath provided for me after my great misery"", (Letters) by which he meant the disaster-ridden voyage that initially brought him to Japan.",How many servants did William Adams have?,"""factual"""
The UN Command dominated any battles that took place at sea during the Korean War.,factual,"Because neither Korea had a significant navy, the Korean War featured few naval battles. A skirmish between North Korea and the UN Command occurred on 2 July 1950; the U.S. Navy cruiser USS Juneau, the Royal Navy cruiser HMS Jamaica, and the frigate HMS Black Swan fought four North Korean torpedo boats and two mortar gunboats, and sank them. USS Juneau later sank several ammunition ships that had been present. The last sea battle of the Korean War occurred at Inchon, days before the Battle of Incheon; the ROK ship PC-703 sank a North Korean mine layer in the Battle of Haeju Island, near Inchon. Three other supply ships were sunk by PC-703 two days later in the Yellow Sea. Thereafter, vessels from the UN nations held undisputed control of the sea about Korea. The gun ships were used in shore bombardment, while the aircraft carriers provided air support to the ground forces.",Who dominated any battles that may have taken place at sea?,"""factual"""
